Title,IMDB ID,Date of release,Genre1,Genre2,Genre3,Language,Actor1,Actor2,Actor3,Crew1,Crew2,Crew3,Plot summary,IMDB rating,IMDB votes,IMDB URL
Bombay Talkie,0065484,1970,Drama,Musical,Romance,English,Shashi Kapoor,Jennifer Kendal,Zia Mohyeddin,Gyanchand,NA,NA,"Lucia Lane, an English writer by way of the US, arrives in Bombay to watch the filming of one of her novels. She's nearing middle age, she's had several husbands, she's lonely and self-absorbed. Hari, a screenwriter, offers to show her around. She's interested only in the film's leading man, Vikram, younger than she, married, and building a career as a matinee idol. Lucia takes every opportunity to be near ""V,"" making scenes in front of his wife, demanding his attentions. Hari is long-suffering, carrying Lucia's messages to V, helping her out when the affair gets out of hand. Meanwhile, V's career suffers, with unpleasant repercussions. Who will bring things to a halt?",5.7,475,https://www.imdb.com/title/tt0065484/
Ek Vivaah... Aisa Bhi,1194608,2008,Drama,Romance,NA,Hindi,Isha Koppikar,Sonu Sood,Anand Abhyankar,Rajan Kumar,NA,NA,"Bhopal-based statuesque singing beauty, Chandni Shrivastava, falls in love with wealthy fellow-singer, Prem Ajmera. Her widowed dad, Bhushan, and his widowed mother both approve and they formally get engaged. Bhushan passes away suddenly and Chandni is unable to get married as there is no one to look after her much younger siblings, Anuj and Sandhya, and as a result the wedding gets postponed. She struggles to maintain the family by teaching music and continues to stay in touch with Prem. 12 years later, Anuj gets married to Natasha, and Chandni hopes to wed Prem, but things do terribly wrong when Natasha humiliates Prem and then decides to move out. Sandhya then demands that she re-locate to the U.S. to further her career, while Prem's mom issues an ultimatum that she either marry Prem immediately or relieve him so that he can get married to someone else.",5.2,462,https://www.imdb.com/title/tt1194608/
Mrityudand: The Death Sentence,0119720,1997,Action,Drama,NA,Hindi,Shabana Azmi,Madhuri Dixit,Ayub Khan,Mohammed Kasim,NA,NA,"In a rural Indian village two corrupt villagers contractor Tirpat Singh and his colleague MLA Durga Pandey are rallying the other villagers into doing things that will benefit themselves. Their main target is separating two brothers, Abhay Singh and his younger brother, Vinay who live with their father and respective wives - namely the two sisters - Chandravati who is marry to Abhay and Ketki who is marry to Vinay. To this extent their efforts mature into considerable progress when Abhay leave Chandravati in care of his father only to turn an ascetic who reside in a temple while at the same time Vinay is swindled in his construction business by the duo. Shortly after Chandravati take ill and is forced to take up resident with a sympathetic male villager, Rambaran Manto who she shares an illegitimate relationship with. Meanwhile Vinay find out the true reality of Tirpat and Durga only to pull away from them. Then Vinay is killed in broad daylight leaving behind Ketki as the only witness to this crime; after Vinay's death the duo turn their attention to Ketki by physically tormenting her for the family's assets.",7.3,452,https://www.imdb.com/title/tt0119720/
Rog,0443208,2005,Mystery,Romance,Thriller,Hindi,Irrfan Khan,Ilene Hamann,Himanshu Malik,NA,NA,NA,Rog is the story of a troubled police officer who falls in love with a dead woman whose murder he is investigating. Maya Solomon mesmerizes all who surround her with her breathtaking beauty and sensuality. Thus giving more twists and turns in the game of life. Where by the police officer also entraps himself in a situation that might as well add to more conflicts in society.,5.2,498,https://www.imdb.com/title/tt0443208/
Jaani Dushman,0079355,1979,Action,Horror,Mystery,Hindi,Sunil Dutt,Sanjeev Kumar,Shatrughan Sinha,Sunil Singh,NA,NA,Thakur Jwala Prasad is a wealthy bachelor living in a mansion; he gets marry to the girl of his dreams but finds her in the companion of her lover. He then turns into a monstrous creature killing both his wife and her male lover. This curse does not end here as the monster continues to terrorize the brides of that community; first by abducting them and then take them to an underground cave to kill them. The men of this community are clueless of this killer and arrange encounters to locate him but this does not help and even if they manage to locate this invincible evil force and kill him it will simply re-possess the body of the killer and continue on his rampage.,6.1,479,https://www.imdb.com/title/tt0079355/
Damadamm!,1503640,2011,Comedy,Drama,Romance,Hindi,Himesh Reshammiya,Sonal Sehgal,Purbi Joshi,NA,NA,NA,"Based in Malad West, Mumbai, Sameer lives a middle-classed lifestyle along with his live-in rather pushy girlfriend, Shikha, who constantly questions and nags him several times during the day. He is employed with a Bollywood film distribution firm owned by Rajan Mehra. When Shikha decides to visit her family in Indore, he is relieved and decides to live it up. Things look up for him when Rajan hires his gorgeous sister, Sanjana, to work with him. Both soon become close, and she accepts his proposal for marriage despite of being aware that he is in a relationship. Watch what impact this news has on Shikha.",3.9,418,https://www.imdb.com/title/tt1503640/
Aaina,0106203,1993,Drama,Romance,NA,Hindi,Jackie Shroff,Juhi Chawla,Amrita Singh,Sharmishta Roy,NA,NA,"Roma (Amrita Singh) leaves Ravi (Jackie Shroff) at the alter in pursuit of her bigger ambitions. Her sister Reema (Juhi Chawla), a pale reflection of Roma, steps in and saves the day for her family, having secretly been in love with Ravi all her life. The newly weds start building a life together till suddenly Roma returns, determined to get back what she thinks Reema stole from her.",6.0,465,https://www.imdb.com/title/tt0106203/
Rangrezz,2706264,2013,Action,Comedy,Drama,Hindi,Jackky Bhagnani,Priya Anand,Rajpal Yadav,NA,NA,NA,"Friendship is the thread which binds lives for ages. But the lives of Rishi, Pakkya, and Vinod change forever, after they do nothing wrong, apart from helping a friend elope with his lover. Rishi plans to help his dearest friend Joy, along with the help of his own friends Pakkya and Vinod. Another man who helps them is Maan Singh, who provides them shelter and support. In the beginning, they all feel there's nothing wrong in it and risk their own lives, and after helping the couple elope, they almost get ruined : Vinod loses his leg in an accident, Pakkya loses his hearing ability while escaping, and the worst of all, Rishi loses the chance to marry the girl he loves. But when the friends one day find out that the couple has parted ways, they decide not only to teach them a lesson, but also to teach them the importance of family, parents, love, and of course, friendship, which forms the crux of this fast paced action film's plot, the tagline of which goes : Friendship, Betrayal, Revenge.",5.1,441,https://www.imdb.com/title/tt2706264/
Kurbaan,0102746,1991,Action,Drama,Romance,Hindi,Sunil Dutt,Kabir Bedi,Salman Khan,Menon Mohd. Yusuf,NA,NA,"Two wealthy businessmen, Prithvi Singh and Maan Singh, battle in a court of law for many years to acquire a plot of land. When the court finally rules in favor of Prithvi, Maan is enraged and hires a bandit, Panna Singh, to massacre Prithvi and his family members. Fortunately, Prithvi manages to survive and retaliates by killing Maan Singh. Shortly afterward, Prithvi is apprehended by the police and his case is called up in court; he's on the verge of winning when Maan's police-officer brother Suraj testifies against him, resulting in him getting the death penalty. But Prithvi manages to escape, be with his pregnant wife when she delivers their daughter Chandra, launch a sudden attack on Daku Panna, and make good his escape with his daughter, only to become an outlaw. Years later Chandra meets Suraj's son Akash and they fall in love, but when their fathers learn of their relationship, all restrictions are placed on them not to meet with each other, and their fathers hurry to arrange other marriages for them. Meanwhile, Panna Singh is still alive and willing to go to any length to kill Prithvi; meanwhile, Suraj is looking to close in on Prithvi to avenge his brother's death.",4.2,562,https://www.imdb.com/title/tt0102746/
Geraftaar,0089194,1985,Action,Drama,NA,Hindi,Kamal Haasan,Poonam Dhillon,Amitabh Bachchan,NA,NA,NA,"Kishan Kumar Khanna is a well-rate film actor who falls head over heels in love with young, beautiful and attractive Anuradha Saxena much to the dislikeness of her gangster brother who wastes no time in entrapping Kishan in a web of lies and deceits and gets him imprisoned for life. While in jail, Kishan reaches up with his long lost elder brother Karan who has been sentenced for life charged with murdering the Police Commissioner son, Vijay Sinha. Together they both plotted a scheme which will only benefit them in granting revenge from there perpetrators.",6.0,452,https://www.imdb.com/title/tt0089194/
Rukh,7341406,2017,Drama,Mystery,NA,Hindi,Manoj Bajpayee,Smita Tambe,Adarsh Gourav,NA,NA,NA,"Away from home in a boarding school, 18-year-old Dhruv is ignorant about the ongoing crisis in his family. His life takes an unexpected turn as he gets the news of his father's death in a car accident. As he copes with the tragedy, hidden truths begin to unravel. Even as his mother Nandini struggles to shield him from the truth, Dhruv starts looking for answers. Was his father's death an accident or a premeditated murder? The search leads to a series of unexpected revelations, as he discovers the shades of his father's personality he had never seen before.",6.4,625,https://www.imdb.com/title/tt7341406/
The Churning,0074858,1976,Drama,NA,NA,Hindi,Girish Karnad,Smita Patil,Naseeruddin Shah,NA,NA,NA,"Dr.Rao (Girih Karnad) is a Vetinary doc, who comes to this village with the aim of starting a Milk Co-operative society for the welfare of the villagers. But the wealthy businessman Mishraji (Amrish Puri) and Sarpanch (Kulbhushan Kharbanda) are unhappy about this. How Dr.rao succeeds in his mission to make the villagers self reliant, with the help of Bindu (Smit Patil) and Bhola (Naseeruddin shah) is worth watching.",7.7,571,https://www.imdb.com/title/tt0074858/
Farz,0272607,2001,Action,Thriller,NA,Hindi,Sunny Deol,Preity Zinta,Jackie Shroff,NA,NA,NA,"ACP Arjun Singh and his brother-in-law, Tayaji are with the police force but when Tayaji is killed on duty Arjun's family are devastated by his death. His wife Rukmani, daughter Kajal and son Rahul are shattered by his death and soon Arjun is fearful that the same person that killed his brother-in-law will come after him or his family. His new partner, Karan Singh is quite controversial in his methods of getting justice and can at time break the rules. Arjun is also angered about the fact that his daughter has developed a crush for Karan. Soon the city is being terrorized by Gawa Firozi and his brother Sikander. The two officers have to work together to capture and stop them.",4.3,433,https://www.imdb.com/title/tt0272607/
Veerey Ki Wedding,7262178,2018,Comedy,Romance,NA,Hindi,Pulkit Samrat,Jimmy Sheirgill,Kriti Kharbanda,NA,NA,NA,"What happens when the most eligible bachelor in Delhi, Veerey messes up his first meeting with the father of his beloved? The most fatal blow to the loved-up couple: NO blessing from the father-in-law! Not helping the matter further, is Veerey's elder cousin brother, Balli, who threatens the would-be in-laws with dire consequences if anyone dares to break Veerey's heart.",2.8,525,https://www.imdb.com/title/tt7262178/
Gattu,2156785,2011,Drama,NA,NA,Hindi,Naresh Sharma,Mohammad Samad,Jayanta Das,NA,NA,NA,"In a small town in central India, kids and adults are equally obsessed with kite-flying. The airspace is dominated by a black kite called Kali with mysterious origins. A street kid Gattu, dreams of defeating Kali but fails. He discovers that the local school has a roof which will give him a vantage point. Impersonating as a student he sneaks into the school and must now pretend to study. The only problem -- he is illiterate! Nonetheless, the little street urchin takes up the challenge. Dreams aren't impossible when the desire is strong.",7.3,414,https://www.imdb.com/title/tt2156785/
Jis Desh Men Ganga Behti Hai,0053965,1960,Drama,Musical,Romance,Hindi,Raj Kapoor,Padmini,Pran,K. Damodar,A. Rangaraj,Suresh Sawant,"Orphaned Raju lives in Central India and makes his living singing songs. One day he comes to the assistance of an injured man and before he knows it, he is abducted and held by a band of bandits who believe that he is an undercover policeman. The man he assisted is none other than Sardar, the bandit leader, who treats him like a honored guest and eventually his daughter Kammo and Raju fall in love with each other. Kammo convinces Raju that they are socialists and are just making sure that wealth is equally distributed in the society. Then Raju is asked to accompany the bandits to a wedding feast where he witnesses a child and the wedded couple getting killed. Having seen enough, he goes to the police, who decide to confront and kill the bandits. Unable to see their deaths, Raju goes to warn the bandits but is shunned. Than a militant bandit named Raka kills the Sardar, takes over the bandits and decides to forcibly marry Kammo. The question is what can Raju do under these circumstances?",7.4,454,https://www.imdb.com/title/tt0053965/
Deewaanapan,0301179,2001,Action,Romance,NA,Hindi,Arjun Rampal,Dia Mirza,Vinod Khanna,NA,NA,NA,"Suraj Saxena (Arjun Rampal) lives in a remote hill station in India with his dad (Om Puri), mom (Smita Jaykar), and sister, Asha (Amita Nangia). One day he meets with Kiran Choudhary (Diya Mirza), who has come on holiday trip with a group of girls. He offers to show her around and they fall in love with each other. Suraj is unable to see her home by the train as his dad has chest pains and has to be rushed to hospital. But Suraj is unable to get Kiran out of his mind and heart. After his sister get's married, the family decide to relocate to Bombay, where Suraj enlists in College and makes several new friends, as well as becomes a popular football player. He eventually meets Kiran and both renew their romance. Ranvir Choudhary (Vinod Khanna) does not appreciate the attentions of a poor man like Suraj on his daughter, and has Suraj brought up before him and introduced to his many friends, which include prominent lawyers, politicians, high ranking civil and municipal employees, the police commissioner as well as the state chief minister. Suraj is warned of dire consequences if he and his family do not leave town immediately. Suraj does not leave town, and hell descends on his family and himself. His mother is unable to purchase food and is publicly humiliated; his father is followed around by Ranvir's goons, harassed, and robbed, and then faces the ultimate humiliation of being publicly arrested, handcuffed, and imprisoned on charges of conspiring against the country and loses his job; and some of Suraj's friends exile him. With so much pressure, will Suraj relent and leave the city, or will he let his dad rot in prison? Ranvir has sworn to kill Suraj, and if he does so, what will happen to Suraj's mom?",4.6,426,https://www.imdb.com/title/tt0301179/
Shikari,0120117,2000,Crime,Drama,Thriller,Hindi,Govinda,Tabu,Karisma Kapoor,NA,NA,NA,"In order to take revenge for the death of his family at the hands of multi-millionaire Virendra Singh Rawal; Om Srivastav escapes from jail, with the help of a mask assumes the identity of a man called Mahendra Pratap Singh and travels to South Africa in Cape Town where Virendra is located with his wife Suman and a sister Rajeshwari. Om first kills Virendra and then feigns love for his sister Rajeshwari. Om will now do anything in his power to ensure that the Rawal's family is entirely wiped out.",4.6,446,https://www.imdb.com/title/tt0120117/
Kasme Vaade,0077792,1978,Action,Crime,Drama,Hindi,Rakhee Gulzar,Amitabh Bachchan,Randhir Kapoor,Shankar Chougle,Suresh Sawant,Sudhakar,"Amit is employed as a lecturer within a university and wholeheartedly loves Suman opting to get marry to her soon. Their only short-coming in life is Amit's younger brother, Raju, who they allow too much liberty to spoil him which gets him into serious trouble prompting Amit to intervene which gets him killed. A guilt ridden Raju comes across Amit's look-alike, Shankar; thinking that his brother has returned; Raju attempts to make amend by bringing Shankar into Suman and his life without knowing that Shankar is a wanted criminal who is using this route to escape from the authorities.",6.6,433,https://www.imdb.com/title/tt0077792/
PremGranth,0117374,1996,Action,Drama,Musical,Hindi,Shammi Kapoor,Rishi Kapoor,Madhuri Dixit,NA,NA,NA,"Professionally qualified as a lawyer, Somen lives a wealthy lifestyle with his mom, Parvati, and dad, Dharam Bhushan, who presides over the town of Shripuri as an upper caste Hindu Priest. During the Dassera fest, Somen meets with village belle, Kajri, and falls in love with her despite of the fact that she is of a much lower caste. After seeking his mom's permission, he goes to bring Kajri to meet her, but finds out that she has left for an unknown destination. Unable to stand his dad's hypocrisy and Bhagwan Shri Ram's temple being misused by Kedar Nath, Somen leaves home to go to the city but is unable to get Kajri out of his mind. A year later he returns home to the same fest, but is still unable to locate Kajri. When his dad insists that he marry Kedar's daughter, Somen not only refuses but leaves home to go and stay with his paternal uncle, Nandlal, who runs a Dairy farm. This is where he meets with Kajri and both rekindle their romance. Somen returns home, convinces his mom initially to approve of Kajri, and is pleasantly surprised to find that even his dad has given his approval. On the day of the marriage, Somen's world is turned upside down when his dad accuses Kajri of being a woman of ill repute as well as an unwed mother. The question remains: Are Bhushan's allegations true, and if so, will Somen accept Kajri now, or will he reject her and marry Kedar's daughter?",5.7,439,https://www.imdb.com/title/tt0117374/
They Made Me a Criminal - 15th Anniversary Version,6453386,2017,Action,Comedy,Drama,NA,Mister Lobo,NA,NA,NA,NA,NA,NA,NA,NA,https://www.imdb.com/title/tt6453386/
Hulchul,0172574,1995,Action,Romance,Comedy,Hindi,Vinod Khanna,Ajay Devgn,Kajol,NA,NA,NA,"A troubled ACP adopts a young poor child named Deva whose mother and father died. When he grows up, he helps his adopted father as a police officer and ACP to solve various crimes around town to save his job and protect his family. Deva should not only help his father by tracking down a mob or fight gang members, but he has to release his half-brother Karan from police custody after he is framed for murder.",4.6,443,https://www.imdb.com/title/tt0172574/
Chaar Din Ki Chandni,2191641,2012,Comedy,Romance,NA,Hindi,Tusshar Kapoor,Kulraj Randhawa,Anupam Kher,NA,NA,NA,NA,4.1,406,https://www.imdb.com/title/tt2191641/
Chaand Kaa Tukdaa,0109391,1994,Action,Comedy,Crime,Hindi,Sridevi,Salman Khan,Anupam Kher,Gobinda Baidya,Prakash Shetty,NA,"Shyam lives a wealthy lifestyle in London, England, and is considered one of the ten richest people in the world. His father, S.K. Malhotra, was killed, and his mother identified his killer, but before this person could be apprehended, she, herself passes away, but not before asking Shyam to return to India and get married to a beautiful girl. Shyam does return to India, and once there does meet the girl, Radha, of his dreams, but does not know that Radha is a mere pawn in the hands of a group of people, including his father's killer, who are after his wealth and estate, and will do anything in their power to obtain it.",3.9,645,https://www.imdb.com/title/tt0109391/
Bazaar,0246456,1982,Drama,Family,NA,Hindi,Farooq Shaikh,Smita Patil,Naseeruddin Shah,NA,NA,NA,"Najma and Salim are in love, but their's is a platonic relationship, as Salim is a deep thinker and prefers that women like Najma be financially independent, and not be dependent on men. On the other hand, Sarju and Shabnam are in love, and would like to get married, however, Shabnam's dad has finalized her marriage with a much older man, who is wealthy, and has shown an interest in Shabnam. An engagement ceremoney takes place with this older gentleman, and Shabnam. Sarju, though devastated, must now attempt to convince Shabnam's dad, as well as Shabnam's future husband, to change their respective minds, and let him marry Shabnam, with results that will change their lives forever.",7.3,501,https://www.imdb.com/title/tt0246456/
The Shaukeens,3848888,2014,Comedy,NA,NA,Hindi,Akshay Kumar,Lisa Haydon,Anupam Kher,Yogesh Bansode,Guneet Bhumra,Aaryan Prajapati,NA,4.9,2964,https://www.imdb.com/title/tt3848888/
Mahaan,0085886,1983,Action,Comedy,Drama,Hindi,Ashok Kumar,Waheeda Rehman,Amitabh Bachchan,NA,NA,NA,"Criminal Vikram Singh is arrested for possession of drugs thus the case is called up in a court of law which forces him to approach his lawyer friend, Amit but instead of favoring for him Amit gets him prosecuted. Shortly after Vikram gets released from jail framing Amit for the killing of his associate, Rajan. On the advice of his wife, Janaki Amit decides to run far-away to avoid getting arrested by the police. Meanwhile Janaki give birth to twin boys, Shankar and Guru; Shankar grows up to be a police officer but unfortunately Guru gets separated from her and grows up with an elderly couple. Ironically Amit now resides in Nepal where-by he is a well-respected multi-millionaire businessman, Rana Ranveer and has adopted a young girl, Manju who grows up with him. Fortunately the family gets united and plots to bring Vikram to justice.",6.1,436,https://www.imdb.com/title/tt0085886/
Full Moon,0053706,1960,Drama,Musical,Romance,Urdu,Waheeda Rehman,Guru Dutt,Rehman,Baburao,T.K. Desai,L.G. Patil,"The setting is the city of Lucknow in northern India, where Islamic culture flourished. Two of the three best friends who live in this city have fallen in love with the same woman named Jameela unknowingly. Aslam and Nawab are the two friends caught in this love triangle.",7.2,500,https://www.imdb.com/title/tt0053706/
Daag: A Poem of Love,0150251,1973,Drama,Music,Romance,Hindi,Rajesh Khanna,Sharmila Tagore,Rakhee Gulzar,Sudhir Gaekwad,NA,NA,"Sunil and Sonia are attracted to each other, and both get married. On the way to celebrate their honeymoon, they spend a night at Sunil's boss's bungalow, which is occupied by his son, Dhiraj. Dhiraj welcomes the two, and allows them to spend the night. Next morning, when Sunil leaves the house, Dhiraj sexually assaults Sonia, but he is interrupted by Sunil's return. A fight ensues, and Dhiraj is killed. The police arrest Sunil, and he is sentenced to prison for life. On the way to the prison, a fight breaks out amongst the prisoners, and the driver loses control, killing all occupants of the van. Devastated at this turn of events, Sonia relocates and becomes a school-teacher and lives as a widow. Years later, she finds out that Sunil is still alive, now goes by the name 'Sudhir', is married to a rich and attractive woman named Chandni, and even has a child.",7.0,460,https://www.imdb.com/title/tt0150251/
Do Anjaane,0074417,1976,Drama,NA,NA,Hindi,Amitabh Bachchan,Rekha,Prem Chopra,Marutirao V. Kale,NA,NA,A man (Amitabh Bachchan) is found wounded on railway tracks and when he awakens he has no memory of who he is and doesn't remember anything about his life. Six years later he is living with a wealthy couple and is now named Naresh Dutt. One day he begins to regain his memory when he watches a film and realizes that the actress in the film is related to him somehow. It is then that he discovers the actress in the film is none other than his wife Rekha Roy (Rekha). He finds out that she is now a very successful film actress changing her name to Sunita Devi and her manager is none other than Ranjeet Malik (Prem Chopra) who used to be his best friend. In flashbacks he remembers that his real name is Amit Roy and Ranjit was the one who attempted to kill him six years earlier by throwing him off the train he was traveling on with Rekha. Amit also discovers that his young son who is now 10 years old has been sent to a boarding school and sets out a plan to regain custody of his son. First however he plans on taking revenge against Ranjit. Amit comes up with a plan to re-enter Rekha and Ranjit's lives by disguising himself as a film producer. He meets with Rekha and Ranjit and offers Rekha the opportunity to act in his new film titled Do Anjaane. Rekha and Ranjit grow suspicious of Naresh Dutt as they start to realize that he bears a striking resemblance to Rekha's supposedly deceased husband Amit Roy and the storyline of his film eerily mirrors Rekha's past life. Will she discover the true identity of Naresh Dutt? and what revenge has Amit/Naresh got planned for Ranjit?,6.9,443,https://www.imdb.com/title/tt0074417/
