Title,IMDB ID,Date of release,Genre1,Genre2,Genre3,Language,Actor1,Actor2,Actor3,Crew1,Crew2,Crew3,Plot summary,IMDB rating,IMDB votes,IMDB URL
Hum Hain Bemisaal,0290213,1994,Action,Crime,Drama,Bangla,Akshay Kumar,Sunil Shetty,Shilpa Shirodkar,NA,NA,NA,"D' Souza witnessed a physical alteration between his friend Kishan and Tootie Shah. As a result of which his friend is killed and he is arrested and sentenced to jail. D' Souza struggles in jail in order to educate and brings up his friend's son. Years later the boy grows up to be a police officer, Vijay Sinha and is a brave police officer of the corrupt police department, who often gets into confrontation with Tootie Shah and is misunderstood. D' Souza wanted Vijay to take revenge on Tootie Shah but Vijay is under a wrong impression and will only ensure total destruction of his father's killer - none other than D' Souza himself.",4.8,603,https://www.imdb.com/title/tt0290213/
Daava,0289685,1997,Action,Drama,Romance,Hindi,Naseeruddin Shah,Akshay Kumar,Raveena Tandon,NA,NA,NA,"Inspector Arjun and his two siblings, Bhishma and Suraj are made targets when they decides to go against a notorious criminal gang who call themselves, 'Chamunda brothers'. The gang first kill Suraj when he attempt to expose their unlawful activities and then they attempt to split Arjun and Bhishma over their family properties, so that the gang can easily take advantage of the brothers enmity for each other by killing them at the right time.",4.6,588,https://www.imdb.com/title/tt0289685/
Deewane,0255097,2000,Action,Romance,NA,Hindi,Ajay Devgn,Urmila Matondkar,Mahima Chaudhry,NA,NA,NA,"Policeman Vishal is shot when his boss bungles a raid on a boat. To avoid the wrath of Vishal's family, his boss hires a lookalike to stop their suspicions. But when the policeman's girlfriend Sapna falls in love with the 'new' Vishal, all sorts of trouble is caused. Watch as events unfold itself and what a negative impact this will have on Vishaul's family.",4.7,606,https://www.imdb.com/title/tt0255097/
Deedar,0104072,1992,Drama,Romance,NA,Hindi,Akshay Kumar,Karisma Kapoor,Laxmikant Berde,NA,NA,NA,"Multi-millionaire businessman Kailashnath Malhotra lives in his bungalow with his wife Sunanda and an only son, Anand. Kailashnath wants Anand to assist him in his business but Anand meets and fall in love with Sapna Saxena the only daughter of a widowed school teacher, Gayetri; Anand decides he will convince Sapna of his love and eventually she acknowledges his love and his parents decides to arrange their engagement but unfortunately on the day of the engagement the Malhotras feel humiliated when they turn up and the Saxenas door are closed under lock and key. They then decides that they will never accept Sapna but Anand is perplexed and wants some answers at any and all costs so he decides to approach Gayetri but she refuses to give any information. Eventually Anand gets to find out certain truth that will challenge Gayetri's widowhood and is determine to take a path that will strain relationships between him and his parents as well as throw his dad's business under tension and risk.",4.3,599,https://www.imdb.com/title/tt0104072/
Risk,0845529,2007,Action,Crime,Drama,Hindi,Vinod Khanna,Randeep Hooda,Tanushree Dutta,Dhananjay Thorat,NA,NA,"Modern day Bombay is ruled by Bangkok-based underworld don, Khalid Bin Jamal, who has the Home Minister, A.R. Sarang, as well as the Police Commissioner on his payroll. Khalid would like to get rid of a number of thorns on his side, namely S.P. Naidu, a former aide; A.R. Sarang, who has been flip-flopping; and Bombay Police's Encounter Specialist Suryakanth Satham. He manages to sway Sarang on his side, arranges for Suryakanth to be be suspended, charged with killing two innocent bystanders, and held in a cell. Khalid reaches an understanding with Suryakanth, who is immediately released and is reinstated - with a condition that he must kill Naidu and his followers. Suryakanth ruthlessly does away with Naidu's followers, but spares Naidu himself - who is eventually killed by Arbaaz and Hari, Khalid's brother and henchman respectively. It is then that Suryakanth shows his true colors - when he shoots Arbaaz and Hari in an 'encounter' after the violent death of the Home Minister. The Central Bureau of Investigation (C.B.I.) move quickly and arrest Khalid himself and hold him behind bars. It is here that Suryakanth will find out that Khalid is far more powerful and influential than he ever imagined - he will find his life being turned upside down; he will be forced to send his girlfriend, Shradha, to an undisclosed location - while he himself will be suspended again pending an inquiry into his conduct - while Khalid, with the help of aspiring Chief Minister, Devki Wardhan, will soon be given a clean chit by the C.B.I. themselves.",6.6,571,https://www.imdb.com/title/tt0845529/
Jajantaram Mamantaram,0368811,2003,Action,Adventure,Comedy,Hindi,Javed Jaffrey,Gulshan Grover,Joy Fernandes,Aajay Jaadhav,Dipankar Mondal,Bhaskar Mukherjee,"After being shipwrecked, Bombay-based Aditya Pandit wakes up on an island populated by tiny thumb-sized people, who mistaken him for a cruel giant. But when they find out that he is harmless, he is welcomed, and asked to help them fight a giant named Jhamunda. Aditya agrees to do so, and comes face to face with his worst nightmare. For, Jhamunda is not just a giant, but an indestructible shape-shifting monster with magical powers.",5.8,936,https://www.imdb.com/title/tt0368811/
Zaalim,0290940,1994,Action,Drama,NA,Hindi,Akshay Kumar,Madhoo,Vishnuvardhan,NA,NA,NA,"Judge Somnath lives with his wife, three sons, and a daughter. Two of his sons, Vikram and Mohan are married, while his daughter, Kaamna, and youngest son, Ravi, are of marriageable age. Somnath had wanted his sons to be a doctor, police officer, and a Judge. While Vikram is a surgeon, Mohan's a Police Inspector, & Ravi is now studying law and on his way to become a lawyer and then a Judge like his dad. This family does have a dark secret. Ravi is prone to losing his temper, so much so that he gets out of control, and has killed someone in his childhood. When Kaamna gets raped, the family are reluctant to tell Ravi. When they do they do convince him to control himself, while Mohan gets an arrest warrant for Vinod, Kaamna's molester. Things do not go smoothly in court as the matter is put off for several months and then Somnath and Kaamna are killed in a bomb explosion. Now Mohan and Vikram handcuff Ravi on their balcony while they finalize the funeral arrangements, and when they return Ravi is no longer there. And then the killings begin...",4.9,578,https://www.imdb.com/title/tt0290940/
"Tom, Dick and Harry 2",6009232,2021,Comedy,NA,NA,Hindi,Jimmy Sheirgill,Sana Khaan,Sharman Joshi,Harinath Sharma,NA,NA,NA,NA,NA,https://www.imdb.com/title/tt6009232/
Money Hai Toh Honey Hai,1126516,2008,Comedy,Drama,NA,Hindi,Govinda,Manoj Bajpayee,Aftab Shivdasani,Manish Dubey,Sapna Jain,Rajan,"Manikchand Khiralal is a struggling model who gets kicked out by his mentor, Dolly, when she finds another boyfriend; Lalabhai Bharodia has no business acumen, and has lost millions; Shruti is a much abused and underpaid designer; Gaurav Negi gets fired from his job with Glamour Ad Agency; Ashima Kapoor is a blacklisted daytime soap actress; and Bobby Arora is a slacker who lives off his wealthy parents and wastes their time and money. Although they have nothing in common, they will soon find out that they have been chosen by an eccentric billionaire, Krishnakumar Jaiswal, to be future heirs of Jaiswal Textiles. Initially thrilled at finding employment and fulfilling their dreams, the six will soon realize that they are also heirs to a huge debt and must arrange to re-pay it at any and all costs, while facing opposition from Parag Batra, Jaiswal's embittered Manager.",2.8,580,https://www.imdb.com/title/tt1126516/
Thakshak,0215245,1999,Action,Crime,Drama,Hindi,Ajay Devgn,Tabu,Amrish Puri,NA,NA,NA,"Nahar Singh's (Amrish Puri) fore-fathers and he have sworn to protect the family and heirs of powerful underworld don, Jodhabhai and his heirs for generations. Nahar would like his son, Ishaan (Ajay Devgan) to continue this tradition, to which he is willing as he friendly with Jodhabhai's son, Sunny (Rahul Bose). Ishaan's vow begins to falter when he falls in love with Suman Dev (Tabu). Things gets even more complicated when Suman comes forward to testify that she witnessed Sunny's car being driven from the scene of a multiple homicide. Sunny finds this out and asks Ishaan to chose between him and Suman, and Ishaan choses Suman. Things escalate out of control when Nahar is killed; and Ishaan becomes a prime suspect in the multiple-family homicide.",5.8,627,https://www.imdb.com/title/tt0215245/
Fox and His Friends,0072976,1975,Crime,Drama,Romance,German,Peter Chatel,Rainer Werner Fassbinder,Karlheinz Böhm,Clément Hurel,NA,NA,"Working class and middle-upper class worlds come together in this interesting look at class conflict within the gay world from the German director Reiner Werner Fassbinder. Fassbinder plays Fox, he is working class, a former circus performer who wins the lottery of DM 500,000. His life starts to look up and doesn't have to struggle financially. Fox can now have the life and things that he has always wanted. He begins a new relationship with Eugen, creates a business partnership, and his life is looking bright. While he wants to climb up the social ladder, it isn't without turmoil, and being torn between his old working class roots, and the shiny new facade of middle class consciousness.",7.7,5682,https://www.imdb.com/title/tt0072976/
Jaane Kahan Se Aayi Hai,1194232,2010,Comedy,Drama,Fantasy,Hindi,Priyanka Chopra Jonas,Akshay Kumar,Jacqueline Fernandez,NA,NA,NA,"Rajesh Parekh, a simple Gujarati boy who's been looking for love since he was a baby. Thoroughly unsuccessful in his endeavors, he nearly gives up till he meets Natasha, the girl of his dreams. Desh is the youngest superstar in the country. Mothers want to adopt him and their daughters want to marry him. But when will he find the girl of his dreams? All of their worlds turn upside down when Tara an alien from Venus, lands on Earth in the search of true love.",3.8,588,https://www.imdb.com/title/tt1194232/
The Great Gambler,0079236,1979,Action,Crime,Romance,Hindi,Amitabh Bachchan,Zeenat Aman,Neetu Singh,Y.L. Bagchi,Karthik Chakrabory,Dilip Singh,"Jai (Amitabh Bachchan) is an expert gambler, and has been so as long as he can remember, and has never lost a game. These skills bring him to the attention of the underworld don Saxena (Utpal Dutt), who is interested in hiring him for winning large amounts of money from rich people and then influencing them into doing whatever he wants. Jai agrees to do so, and plays successfully, though unknowingly to entrap a patriotic Indian named Nath (Jagdish Raj) who works for the government. After losing large amounts of money, he is blackmailed into revealing the blueprints of a top-secret military laser weapon that hit any target within 50 miles. When the Indian police come to know of this, they assign the case to Inspector Vijay, who is asked to apprehend Jai at any cost. The only problem is that Inspector Vijay is Jai's look-alike, and is not at all a good gambler. After this Jai and Vijay's professional and personal lives get confusingly mixed up as Jai and Vijay both coincidentally are sent to Rome where Vijay is sent to retrieve evidence against underworld don Saxena and Jai is onto a money-making scheme where he would marry his rich girlfriend Mala (Neetu Singh) to inherit her money. Mala however mistakens Vijay for Jai and Vijay decides to go along with this to find out who his double is. Jai meanwhile meets Shabnam (Zeenat Aman), a club dancer who mistakens Jai for Vijay and is working for a spy ring. She has been sent to seduce Vijay and stop him on his mission to retrieve evidence against the underworld don Saxena and Jai is only more willing to have a little fun before he sets about on his latest money-making scheme.",6.5,645,https://www.imdb.com/title/tt0079236/
LoveShhuda,5209420,2016,Comedy,Romance,NA,Hindi,Girish Taurani,Navneet Kaur Dhillon,Tisca Chopra,Maria Prieto Berzal,Charlie Corciulo,Ankit Kumar,NA,4.5,567,https://www.imdb.com/title/tt5209420/
Paandav,0290258,1995,Action,Drama,NA,Hindi,Akshay Kumar,Nandini,Prithvi,NA,NA,NA,"Five men, Vijay Kumar, his older brother, Ashwini, Captain, Sood, Ajay and Hariya - all of whom are victims of injustices join hands together to even scores by taking the law into their own hands after their frustrations reaches the limit when they fail to maintain law and order in their rightful capacity.",4.2,556,https://www.imdb.com/title/tt0290258/
Gangaa Jamunaa Saraswathi,0095198,1988,Action,Drama,Romance,Hindi,Amitabh Bachchan,Mithun Chakraborty,Jaya Prada,NA,NA,NA,"Gangaa Jamunaa and Saraswathi the most pious rivers, create a unique holy merger, popularly known as ""Sangam"". Likewise the characters of our story Gangaa Jamunaa and Saraswathi desire to meet and merge in love of each other. Gangaa Jamunaa begin to love each other and pledge to become one, Saraswati silently loves Gangaa, and dedicates her life to him. However there are many, who would like to separate the happy lovers. There is Hansraj, who does it, and with the result Jamuna separates from Gangaa. Jamuna reaches Shanker's home, Shanker who already loved her becomes extremely happy finding Jamuna in his home. In the meantime Saraswati was about to come closer to Ganga. When Hansraj, who had earlier swindled the property of Ganga's father by illegal means wanted to get rid of the rightful owner Ganga, he got Ganga shot. Ganga was badly wounded and there was no hope of his survival.",4.6,612,https://www.imdb.com/title/tt0095198/
"Raat Gayi, Baat Gayi?",1210356,2009,Comedy,Drama,NA,Hindi,Aamir Bashir,Anil Chaudhary,Makrand Deshpande,NA,NA,NA,"Mumbai-based Rahul Kapoor, his wife, Mitali, and daughter, Komal, attend a party at the residence of their friends, Jolly and Jaswinder Saxena. Also present is Rahul's friend, Amit, and his rather upset wife, Nandini. This is where Rahul will indulge in quite a few alcoholic drinks, then meet and be attracted to a gorgeous young woman whose name maybe Sophia. The next day he wakes up with a hangover, unable to re-locate what happened the night before. Fearing that he might have been more than indiscreet, he discusses this in detail with Amit and Jaswinder - and slowly realizes that they were not the only ones who were aware that he was with Sophia - amongst the others who maybe aware could be his wife. More shocks and surprises await him when he decides to delve deeper and goes to meet with Sophia.",6.3,547,https://www.imdb.com/title/tt1210356/
Fraud Saiyaan,5013008,2019,Comedy,Drama,NA,Hindi,Arshad Warsi,Saurabh Shukla,Flora Saini,Bhaskar Gupta,NA,NA,NA,4.3,698,https://www.imdb.com/title/tt5013008/
Mumbai Se Aaya Mera Dost,0363833,2003,Action,Comedy,Drama,Hindi,Abhishek Bachchan,Lara Dutta,Chunky Panday,NA,NA,NA,"Dina Nath is honored by the Indian Government, which is televised live. While receiving the honors, Dina Nath informs the Government that his village is still without electricity, and he is promised that electricity will be provided in his village immediately. And electricity is provided in the village. Dina Nath's son, Kanji, who is in Mumbai, hears of this and returns to the village along with a C-Band ten foot satellite dish and a super flat stereo television. When the satellite is set-up, the villagers are thrilled by the TV shows. This leads to the village priest complaining to Chotey Thakur Rudra Pratap Singh that the villagers are turning away from his temple and worship. Rudra is not concerned as he himself has a TV set in his home. But when the priest informs Rudra that his sister, Kesar and Kanji are in love, Rudra makes a threat to destroy Kanaji and all of the village in the presence of a TV crew filming the whole drama - live worldwide.",3.3,565,https://www.imdb.com/title/tt0363833/
Lahore,1285245,2010,Action,Drama,Sport,Hindi,Farooq Shaikh,Nafisa Ali,Aanaahad,Braj Bhushan,Ashish Rawat,NA,"Dheerendra Singh is a kick-boxer, who after beating Gajanan Dinan, has been selected to represent India in the 14th Annual Kick-boxing tournament in Kuala Lumpur where he will be pitted against Pakistan's Noor Mohammad. He is engaged to Neela Chaudhary, and lives with his widowed mother, and a cricketer brother, Veerender. The family witness Dheerendra excel himself during his bout against Noor but ends up gravely injured, and subsequently passes away after a kick in the neck area. When the Malaysian Government rules it as an accident, an enraged Dheerendra opts out of cricket, joins the kick-boxing team, and travels to Lahore (a city that was founded by Vishnu Avatar Ramji's son, Lav) to participate in the Quid-E-Azam Tournament where he hopes to avenge his brother's untimely death but is not aware of the outcome of his quest as well as the surprises that await him there.",6.3,533,https://www.imdb.com/title/tt1285245/
Kshatriya,0104645,1993,Action,Drama,War,Hindi,Sunil Dutt,Dharmendra,Vinod Khanna,Anand Sawant,NA,NA,"In order to get rain for the arid region in Rajasthan, India, two royal families, from Mirtagarh and Surjangarh, have come together with their warriors, and fought with each other annually, with the winner getting the honor to sacrifice a baby buffalo. When England returned Jaswant Singh comes home with his caucasian wife, he is appalled at the slaughter and warlike conditions. But fate binds him that he is also to continue the family tradition, and as a result his wife leaves him. Years later, children from both these royal families return from England, and are friends with each other. Vinay is friendly with Vikram, and wants to wed Neelima. Will these young people succeed in stopping this bloodshed, and put an end to this rivalry, or will they also be fated to continue this deadly tradition.",5.9,604,https://www.imdb.com/title/tt0104645/
Naajayaz,0113913,1995,Action,Drama,NA,Hindi,Naseeruddin Shah,Ajay Devgn,Juhi Chawla,Devdas Bhandare,Devdas Bhandari,Hari Bhirade,"Police Inspector Jay Bakshi has been assigned the task of aprpehending gangsters affiliated to notorious criminal don, Raj Solanki. Assisting him in this task is his sweetheart, Inspector Sandhya. When Jay accumulates enough evidence to arrest Raj, he is asked by his superiors to hand-over charge to another police official in the Raj Solanki matter. And the reason he has been given is that: Raj Solanki is his biological father.",5.4,592,https://www.imdb.com/title/tt0113913/
Satta,0341562,2003,Crime,Drama,NA,Hindi,Raveena Tandon,Atul Kulkarni,Shri Vallabh Vyas,NA,NA,NA,"Delhi-based, liberal-thinking, politician-hating Anuradha Sehgal re-locates to Mumbai, finds employment, meets and weds the state's aspiring Chief Minister, Vivek Chauhan. She soon finds out that the Chauhan family is two-faced, while Vivek himself is a womanizer and an alcoholic; her movements will be restricted, and she will be physically abused. Things dramatically change when Vivek is arrested for murder and lodged in a cell. The Chauhans persuade her to stand for elections in Vivek's place, which she does. It is here she will witness the nexus between the underworld, businessmen, corrupt policemen and politicians, and that her life is not only in danger outside, but she may be burnt alive by her conservative in-laws who suspect her of having a widely publicized affair with Yeshwant Vardhe.",6.8,559,https://www.imdb.com/title/tt0341562/
I Love NY,2708644,2015,Comedy,Romance,NA,Hindi,Sunny Deol,Kangana Ranaut,Prem Chopra,NA,NA,NA,"This is a one-night story: it's New Year's Eve and the hand of fate tosses two strangers living in two different cities (New York and Chicago) into each other's company in a comedy of errors that's as funny as it is enchanting. Just as the world is celebrating New Year's, the two strangers realize their own romances are falling apart - Making a desperate bid to sustain their own relationships they inadvertently fall in love over one magical New Year's Eve.",3.3,685,https://www.imdb.com/title/tt2708644/
Upkar,0146335,1967,Drama,Romance,War,Hindi,Asha Parekh,Manoj Kumar,Prem Chopra,Gyan Singh,NA,NA,"Widowed Radha lives in rural India circa 1960s, along with two sons, Bharat and Puran. While she would like to educate her sons, and ensure that they lead good lives, she cannot do so on her own, and must sacrifice the career of one son so that the second can achieve this goal. For this purpose, Bharat willingly sacrifices his life, toils hard so that Puran can get a decent education, which he does, excels in his studies, and also goes abroad. The family is very pleased, when Puran returns, hoping that he will ensure that they all live happily in India. But the man they know as Puran has been replaced by a cruel, self-serving man who now calls himself Kumar, and whose one goal is to usurp and divide the family property, so that he can continue to live a comfortable life. ""Kasme vaade pyar wafa sab, baaten hai, baaton ka kya, koi kisika nahin, yeh jhootey naahtey hai, naahton ka kya..."" by Manna Dey, continues to be popular even today, which translated means that ""Promises, faith, love are mere unreliable words, no one is true to anyone, all relations are mere words..."".",7.5,566,https://www.imdb.com/title/tt0146335/
Hanuman,0488836,2005,Animation,NA,NA,Hindi,Mukesh Khanna,Viraj,Mona Shetty,Nagakar Ajit,Gajanan Akkawar,Ankur Dahake,"When Hanuman was born to Anjani a female Apsara and Kesari, by the blessings of Vayu-Dev, the Wind God. Hanuman, who is the 11th rudra avatar of supreme being GOD Shiva himself. He was blessed with supreme intelligence, strength and divine powers. As a baby, Hanuman was quite naughty and used his powers to pester the saints living in the nearby forest. On the insistence of Vayu, Indra and the other Gods came together to bless baby Hanuman of immortal life. Amongst the other blessing a few are: no fear/harm from the Brahmastra, no harm could befall him from any weapons, fire and water. He could overcome death and he could transform his body to take the smallest form or attain the biggest form of life. Blessed with divine powers Hanuman grew up to be powerful and mighty.",7.6,866,https://www.imdb.com/title/tt0488836/
Aquaman and the Lost Kingdom,9663764,2022,Action,Adventure,Fantasy,English,Amber Heard,Jason Momoa,Patrick Wilson,Nuttavut Baiphowongse,Ken Barthelmey,Emerald Baxter,NA,NA,NA,https://www.imdb.com/title/tt9663764/
Wajood,0287111,1998,Action,Crime,Drama,Hindi,Nana Patekar,Madhuri Dixit,Mukul Dev,NA,NA,NA,"This story revolves around Malhar Gopaldas Agnihotri, a out-of-work actor, poor, and dependent on his father, who is heading for retirement. Malhar knows that he can act, very well indeed, all he needs is some encouragement, and some money. He gets neither. His father is abusive, and even gets physical with him openly in front of all the neighors, and even the neighborhood. Malhar loves a young lady named Apoorva Choudhury, but his affections are mis-applied, as Apoorva only regards him as a friend, and she loves Nihal Joshi, a Police Inspector. Frustrated at the lack of love and encouragement, Malhar takes recourse in an exercise, an exersise that will put him in direct confrontation with the law, as it starts with murder.",6.9,605,https://www.imdb.com/title/tt0287111/
Aunty No. 1,0118654,1998,Comedy,Drama,Romance,Hindi,Govinda,Raveena Tandon,Harish,Dannis,Shovan Mukherjee,NA,"Sandhya (Raveena Tandon) has always dreamt of meeting her prince charming, a wealthy man, handsome, debonair, and dashing. She meets with Gopi (Govinda), who likes her instantly, and pretends to be the man of her dreams. Sandhya's dreams are shattered when she comes to know that Gopi is poor. Nevertheless, she has given her heart to him, and both fall in love. Sandhya must return to her home, and Gopi is asked by a couple of his friends to become an aunt as a big favor, and he does so with hilarious results. Soon Aunty has two suitors for ""herself"", Colonel Sadanand Dhongre (Saeed Jaffrey), and Rai Bahadur Behl (Kader Khan)! How will Gopi eradicate himself from this mess? To make matters, the real aunt of his friends, Vijayalaxmi (Reema Lagoo) also shows up, with Secretary (Guddi Maruti) in tow!",4.3,602,https://www.imdb.com/title/tt0118654/
Chitchor,0157460,1976,Drama,Romance,NA,Hindi,Amol Palekar,Zarina Wahab,Vijayendra Ghatge,NA,NA,NA,"Meera, who lives in Bombay writes her parents about a prospective bridegroom for her youngest sister Gowri. Pitambar Chaudhry and his wife are overjoyed by the prospect of marrying Gowri off to an engineer, who studied in Germany and has excellent financial prospects. Pitambar meets the train, arranges for a bungalow for Vinod to live in. They like Vinod and extend gracious hospitality to Vinod. Gowri and Vinod have plenty of opportunities to fall in love with one another. Pitamber and his wife are shocked to learn about the imminent arrival of Sunil, the engineer. They also learn that Sunil is a project overseer for the construction of the dam and that Sunil is Vinod's boss.",7.5,643,https://www.imdb.com/title/tt0157460/
Dayavan,0094958,1988,Action,Crime,Drama,Hindi,Vinod Khanna,Feroz Khan,Amala Akkineni,NA,NA,NA,"Young Shakti witness the wrongful killing of his father at the hands of the South Indian police after which he conducts his cremation then run off by killing the officer responsible. He is then rescued by Shankar Waghmare who takes him to Karim Baba in Bombay where he is provided with living quarters as well as a job. Shakti continues to witness police brutality especially at the hands of a corrupt and alcoholic police inspector, Ratan Singh. He visits a brothel with his friend, Shankar and is attracted to a prostitute named Neela. Then Karim Baba is found hanging in a prison cell with the police writing off his death as an act of suicide. Shakti then closes in on Ratan Singh and murders him in an open arena. Shakti then aids numerous slum-dwellers when they are made targets so much that he is respected by the masses. He gets marry to Neela and soon they are proud parents to two children, Sarita and Sooriya. Shakti gains full control of Bombay city when he murders his rivals as well as supports the helpless so much that he is nick-named, ""Dayavan"". His gangster like life starts dawning on him when his wife is killed, his daughter onus herself from him and marry a police inspector while his son Sooriya is killed in an accident.",6.5,566,https://www.imdb.com/title/tt0094958/
Ajab Gazabb Love,2356959,2012,Comedy,Romance,NA,Hindi,Jackky Bhagnani,Nidhi Subbaiah,Darshan Jariwala,Sweta Gupta,Rohan Kate,NA,NA,4.2,530,https://www.imdb.com/title/tt2356959/
The Game,0119174,1997,Drama,Mystery,Thriller,English,Michael Douglas,Sean Penn,Deborah Kara Unger,Dean Backer,Giovanni Bianchini,Pete Bowman,"Nicholas Van Orton is a very wealthy San Francisco banker, but he is an absolute loner, even spending his birthday alone. In the year of his 48th birthday (the age his father committed suicide) his brother Conrad, who has gone long ago and surrendered to addictions of all kinds, suddenly returns and gives Nicholas a card giving him entry to unusual entertainment provided by something called Consumer Recreation Services (CRS). Giving in to curiosity, Nicholas visits CRS and all kinds of weird and bad things start to happen to him.",7.7,366440,https://www.imdb.com/title/tt0119174/
Main Madhuri Dixit Banna Chahti Hoon!,0374848,2003,Drama,Comedy,NA,Hindi,Antara Mali,Rajpal Yadav,Asif Basra,NA,NA,NA,"Chutki (Antara Mali) lives in a small village community in Central India, and has developed a talent of mimicing bollywood actress Madhuri Dixit in every aspect. Her friend, Raja alias Rajeshwar Singh (Rajpal Yadav) is always there to encourage her. When Chutki proposes going to Bombay to meet Madhuri and be like her, she faces opposition from her parents, who are anxious to get her married. So Raja proposes marriage of convenience to her, in order to enable her to go to Bombay, which she accepts. They are married, and shortly thereafter they move to Bombay. Once there, Chutki and Raja face harsh reality, as they are virtually humiliated, and conned at every point. Then they meet talent agent, Pyarelal (Govind Namdeo) and that's when reality strikes home even more, as they learn what their real worth is.",6.0,523,https://www.imdb.com/title/tt0374848/
Cam (2018),11505866,2018,Talk-Show,NA,NA,NA,Chris Dandridge,NA,NA,NA,NA,NA,NA,NA,NA,https://www.imdb.com/title/tt11505866/
Humko Tumse Pyaar Hai,0314186,2006,Drama,Romance,NA,Hindi,Arjun Rampal,Ameesha Patel,Bobby Deol,Somnath Lohar,NA,NA,"Durga (Amisha Patel) is a beautiful blind woman with a talent for shaping pottery. She is poor, and lives with her widowed mother in a simple home. By chance Durga crosses paths with Babu Rohit (Arjun Rampal) who saves her life when she is about the fall over a cliff. The pair spend time together and fall in love. At one point Durga creates a clay bust of her Babu (""sir"") but weeps because she cannot see it. Rohit tells her that he will find a way to help her see again. But before anything could happen between the two Dubai returned Rana, another man who wants to marry Durga, kills her mom and then Babu himself. A devastated Durga undergoes eye surgery through Swiss-based Dr. R.K. Prasad and regains her sight. Dr. Prasad takes her with him to live in Switzerland and this is where multi-millionaire Raj (Bobby Deol) enters her life and wants to marry her. Dr. Prasad persuades her to let go of Babu's memory and marry Raj, which she does. At their engagement party, Raj's friend, Rohit, who was missing in India, is found. His appearance disrupts Durga's life as she thinks that her Babu has returned back. Rohit however recognize her and convinces her that her ""sir"" where in Babu has returned. On a coincidence Raj comes to know of the entire pass between Durga and Babu and he decides to reunite the couple once again.",4.8,573,https://www.imdb.com/title/tt0314186/
Kuch Tum Kaho Kuch Hum Kahein,0327004,2002,Action,Drama,Romance,Hindi,Vikram Gokhale,Dinesh Hingoo,Adi Irani,Mihir Shah,NA,NA,"Two feuding neighboring families are brought together to celebrate the wedding anniversary of Vishnupratap Singh (Vikram Gokhale) and his wife (Farida Jalal), much to the dislike of Rudra Pratap (Sharad Kapoor). During this get together Abhayendra Singh (Fardeen Khan) falls in love with Mangala Solanki (Richa Pallod). Abhayendra comes to know of the background of the two families' feud, and makes attempts to reconcile the two families - with disasterous results.",5.6,591,https://www.imdb.com/title/tt0327004/
Khamoshi,0142431,1970,Drama,Romance,NA,Hindi,Rajesh Khanna,Waheeda Rehman,Nasir Hussain,NA,NA,NA,"Colonel Saab is also a doctor in a psychiatric hospital in India. His particular interest is in treating patients with a acute mania, which he describes is caused by the male child's longing for the unconditional love he gets from his mother, and after he separates from her, he searches for this love in other women, until he meets the one who he feels is capable of offering the same. But when that does not happen, the male child becomes cynical, full of hatred, and distrust and develops acute mania. His hospital nurse, Radha, had successfully treated one such patient by the name of Dev, and now they have another one by the name of Arun Choudhury. A reluctant Radha is asked to act as his caring mother-like nurse, to gain his trust, love him, and then make him ready to face everyday life. What Colonel Saab, Dev, and Arun do not realize what this is doing to Radha herself when she feels that she cannot act anymore and becomes more and more involved in her patients' lives, knowing fully well that she has to keep up a professional attitude, and that the patient is going to be discharged soon, and may not even remember the care, love and treatment he received from Radha. Radha has now to decide to carry on being a nurse, without being a woman, who is quite capable in falling in love with Dev, and again with Arun.",7.7,570,https://www.imdb.com/title/tt0142431/
Desh Premee,0083820,1982,Action,Comedy,Drama,Hindi,Amitabh Bachchan,Hema Malini,Navin Nischol,Shankar Chougle,Suresh Sawant,NA,"Master Dinanath is an ex-freedom fighter. When he gets Thakur Pratap Singh arrested for arms smuggling, he has Master's wife Bharati and young daughter Priti kidnapped and also turns his locality's public against him. Dinanath escapes with his young son Raju and they settle into a slum named Bharat Nagar. Meanwhile, Bharati contracts leprosy and escapes from her kidnappers, leaving her daughter Priti in a friend's care. Dinanath is led to presume that his wife and daughter are dead. Bharati Nagar is ruled by four underworld dons, each representing a different Indian community. Dinanath persuades them to live in harmony and once they settle their differences, the four dons use Dinanath's stay in Bharat Nagar to cover up their own illegal activities. Fast Forward to 15 years later, the year is 1962. Dinanath's now grown-up son Raju turns out to be the opposite of his father by being drawn into the underworld, committing crimes to earn money with his father unaware of what he does. Raju starts working for Thakur Pratap Singh, unaware that Thakur had once kidnapped his mother and sister many years earlier which caused their separation. Will Raju find out what Thakur did to his family? Will Dinanath find out his son is not what he thinks he is? And will Dinanath ever find his wife and daughter again?",6.0,551,https://www.imdb.com/title/tt0083820/
I - Proud to be an Indian,0379818,2004,Action,Crime,Drama,Hindi,Sohail Khan,Tim Lawrence,Mona Ambegaonkar,Lisa Dennis,Gary Morrison,NA,"A generation of English men called ""Skinheads"" wants to dominate rule in their birth country London, U.K. Their main targets are people from other races who they regard as aliens; this time their target is an Indian family from Punjab, India. However a male member from this family is unable to withstand this injustice and decides to single-handily revolt. Situations worsen when this male is forced to attack the leader of the Skinheads, Cain; unknown to him by doing so he is further endangering the lives of his loved ones.",6.1,540,https://www.imdb.com/title/tt0379818/
