Title,IMDB ID,Date of release,Genre1,Genre2,Genre3,Language,Actor1,Actor2,Actor3,Crew1,Crew2,Crew3,Plot summary,IMDB rating,IMDB votes,IMDB URL
Gomti Ke Kinare,139248,1972,Drama,Family,NA,Hindi,Agha,Jalal Agha,Harbans Darshan M. Arora,NA,NA,NA,"Sameer lives a poor lifestyle in Bombay along with his mother, Ganga, and maternal uncle, Nekiram. While Nekiram works at a Petrol Pump, his mother paints pictures and statuettes of Hindu deities. Sameer grows up, becomes an Engineer, and lands a job with Khosla Enterprises, which is run by Chairman Gopaldas Khosla, where he proves his abilities and is soon promoted as Chief Engineer, gets bungalow to live in as well as a fancy car. He meets with Roshni, the daughter of Gopaldas, both fall in love, and soon get engaged. His idyllic lifestyle is shattered when a rival businessman, Chaganmal, alleges that Sameer's mother was actually Gangabai, a Lucknow-based Courtesan, who was never married, and that Nekiram is not his maternal uncle.",6,24,https://www.imdb.com/title/tt0139248/
Aabroo,290393,1968,Comedy,Crime,Drama,Hindi,Ashok Kumar,Vimi,Rehman,NA,NA,NA,"Manish is a newly-qualified doctor. He meets Neena in Kashmir and they fall in love. Manish's brother is a lawyer who is a very close friend of Shekhar who lives in Delhi. Shekhar's wife is Neena's sister. She and Shekhar love with each other very much but have no offspring. Shekhar's wife gets poisoned and on her death-bed, she extracts a promise from her sister that she will marry Shekhar. Neena marries Shekhar. When Manish gets a job in Kashmir, he stays with Shekhar and discovers that Neena is now married. They have a difficult adjustment period during which certain imposters exploit the situation to cause misunderstandings. Then Shekhar is poisoned in hospital and Manish is accused of murder. His brother is the public prosecutor demanding death sentence for him. Will Manish be free ? Will he and Neena ever get together again ?",5.5,29,https://www.imdb.com/title/tt0290393/
Prem Vivah,158108,1979,Drama,Family,NA,Hindi,Asha Parekh,Harish Bhimani,Mithun Chakraborty,NA,NA,NA,NA,6,27,https://www.imdb.com/title/tt0158108/
Rootha Na Karo,316506,1970,Drama,Comedy,Family,Hindi,Shashi Kapoor,Nanda,Kumari Naaz,NA,NA,NA,"Naina loves Sudhir on the sly, and is jealous of Sudhir's love for Neeta. When Sudhi does not reciprocate her love, she decides to create all kinds of misunderstandings for the two. Light-hearted romance with two popular numbers that still play on the radio and are also good to watch on TV.",6.1,26,https://www.imdb.com/title/tt0316506/
Daadi Maa,175546,1966,Action,Comedy,Drama,Hindi,Ashok Kumar,Bina Rai,Dilip Raj,NA,NA,NA,"Pratap lives a wealthy lifestyle in a mansion along with his mother, Maharani. He is married to Parvati but the couple are childless. Then differences arise between the two on one hand, and Maharani and Pratap on the other. Parvati leaves and moves in with Dr. Bharati and his wife, while Pratap moves out to his own mansion. When Pratap gets the news that Parvati has given birth to a boy, he goes to visit her and secretly abducts the child. When he is unable to find a woman to breast-feed the child, he patches-up with Parvati and she moves back in along with an orphaned child, Shomu. The couple name their child, Shankar, who becomes friendly with Shomu much to the chagrin of Pratap, who instructs his staff to house Shomu in the stables. Parvati loves both boys equally, and the two children grow up almost like brothers, with Shankar falling in love with wealthy Seema, and Shomu wooing village belle Shaguna much to the displeasure of her to-be father-in-law, Balram, who complains to Pratap, who, in turn, asks Shomu to leave. Subsequently Shomu falls very ill and Parvati wants to go and see him. Pratap makes it clear that if she leaves - then she will not be welcomed back. The question remains what will Parvati do under these circumstances?",6.2,27,https://www.imdb.com/title/tt0175546/
Jawaani,373041,1984,Romance,Action,Drama,Hindi,Karan Shah,Neelam Kothari,Moushumi Chatterjee,NA,NA,NA,"Sanam Malhotra studies in a hostel, while her parents, Surendra and Sushma, and brother, Jatin, live in Bombay in a small flat. Things change for the Malhotras when they are able to sell a large plot to the builders of a five star hotel. They move up in life and buy a bungalow and several cars and arrange for Sanam to stay with them. But these material possessions does make them a little snobbish, as Jatin cannot hear of his friend, Karan, the son of Bank Manager, Amar Nath, for falling in love with his sister. Surendra has Karan arrested for being near Sanam. Independent minded Sanam has also fallen in love with Karan, and when she is imprisoned by Surendra, both elope, much to chagrin of Surendra, who is aware that widowed Amar is having an affair with a woman named Prema Mohan. Surendra & Jatin with the help of Vishnu Dada and his goons hunt them down, but the lovebirds are rescued by Uncle Joe, a friend of Karan. After being rescued, they are asked by Joe to take a holiday. What Sanam does not know is that Karan has taken to smuggling so that he can rich as the Malhotras. The question remains will Sanam join forces with Karan as his crime partner, or will she oppose him, and thereby end their short-lived romance.",5.6,26,https://www.imdb.com/title/tt0373041/
Aur Kaun?,252247,1979,Horror,Mystery,Thriller,Hindi,Sachin Pilgaonkar,Rajni Sharma,Padmini Kapila,NA,NA,NA,NA,6.1,31,https://www.imdb.com/title/tt0252247/
Akarshan,309261,1988,Romance,NA,NA,Hindi,Akbar Khan,Sonu Walia,Girish Karnad,NA,NA,NA,"Priya is an actress whose life gets saved by the hero played by Akbar Khan while shooting. She then falls in love with him. however, this does not auger well with Priya's Didi (elder sister), who dislikes Akbar. But Priya is adamant in her love and attraction for Akbar, and the marriage takes place. The two live harmoniously for quite some time. Then tragically Akbar gets paralyzed after an accident. Watch whether Priya will live up to her love and the promises she made during the marriage ceremony, or if their love was just skin-deep - will she abandon him, and look for love elsewhere?.",4.8,33,https://www.imdb.com/title/tt0309261/
Umar Qaid,73837,1975,Action,Thriller,NA,Hindi,Sunil Dutt,Vinod Mehra,Moushumi Chatterjee,NA,NA,NA,"Vinod a customs officer, who is sentenced to a life term for the murder of a smuggler, escapes from jail with another convict who had killed the smuggler to avenge the brutal rape and murder of his sister The real killer admits his guilt and helps his jail mate to be honorably united with his family members, who are leading a life of great stress and strain.",5.6,24,https://www.imdb.com/title/tt0073837/
Udhar Ka Sindur,298582,1976,Drama,Romance,NA,Hindi,Jeetendra,Reena Roy,Asha Parekh,S.S. Sharma,NA,NA,"Wealthy Dr. Shivnath decides to adopt an injured orphan named Rajkumar, who has been separated from his sister, Munni, much to the chagrin of his wife, Janki, who resents him and reserves her love for her two biological children, Premnath and Sudha. Years later all the children have grown up, and Dr. Shivnath may have nothing but regret in adopting Rajkumar - who is not only living a dual life; getting into arguments and fisticuffs with Premnath; but may also soon be arrested by Inspector Chauhan for marketing and distributing fake currency.",5,28,https://www.imdb.com/title/tt0298582/
Diljalaa,92888,1987,Action,Drama,NA,Hindi,Jackie Shroff,Farha Naaz,Tanuja,NA,NA,NA,"Mamta lives a middle-classed lifestyle in Bombay along with widower dad, Ratanmuni Gupta, who works as a Manager with Sharda Chemicals, while she studies in Lovedale College in Manori. Her dad wants her to marry a naive, semi-senile, Munna, the only son of widowed, Sharda, his employer. On the day of the engagement she humiliates her dad, Munna and Sharda and refuses to marry Munna. Shortly thereafter a number of young children die after being injected with medication from Sharda Chemicals, the Police investigate, arrest Sharda, while Munna kills himself. Ratanmuni and his partners, D.S. Mittal, Mehra, Radhey and Shyam, take over Sharda Chemicals and re-name it Friend's Chemicals. Sometime later when Mamta returns from Manori, her dad introduces her to wealthy Mrs. Modi, who wants her to wed her only son, Azad. Both Azad and Mamta approve of each other, meet with each other and get intimate. On the day of their engagement, many surprises await Mamta as she finds out that the man she got intimate with is not the real Azad, while the real Azad and his mom will have nothing to do with a now characterless Mamta.",5.1,27,https://www.imdb.com/title/tt0092888/
Anokha,231155,1975,Action,Comedy,Crime,Hindi,Shatrughan Sinha,Zarina Wahab,A.K. Hangal,Dharamdas,Jaggu,K.K. Mathur,"Widower Hridaynath lives a poor lifestyle in Belapur where he works as a Head Master. Her instills national pride amongst his students and the villagers and gets them actively involved for the general betterment of their lives, and even gets his childhood money-lender friend, Kanhaiyalal, to forgive some loans for needy villagers. He has a son, Ram, who studies medicine in Bombay. One day a villager named Dhanoo returns back from Bombay and alleges that a man resembling Ram had given him a lot of money to return home and swear never to leave Belapur but Hridaynath scoffs at this as he knows Ram cannot afford to give money away. His worst fears are realized when he finds out that Ram is actually living a double life in Bombay where he works for a smuggler, Manchanda, has abducted his employer's daughter, Sudha, as well as cash and gold from an American named Shambu Khanna, and is on his way to Belapur to malign his name and disrupt his life.",4.9,25,https://www.imdb.com/title/tt0231155/
Dada,231416,1979,Action,Drama,Family,Hindi,Vinod Mehra,Bindiya Goswami,Jeevan,NA,NA,NA,"After wealthy Dharamdas marries Tara, they are blessed with a son, Moti, but his business suffers. His assistant Bihari convinces him that his wife is responsible for his bad luck, and as a result Tara and her son are asked to leave. Tara solely looks after Moti, renames him Jeetu, and they live in a shanty house in a slum area. Jeetu grows up, studies engineering and gets a job as a mechanic with Alibhai Motorwala. He meets with and falls in love with Kamini, who also comes from a poor family. Then one day Kamini's brother, Pyarelal, gets killed and the killer hides in Kamini's house, sheltered by an unknowing Mrs. Pyarelal. When Kamini confides in her bhabhi that she would like to get married to Jeetu, both of them go to Jeetu's house, meet his mother, in order to arrange the marriage. Tara has already met Kamini and approves of her. Just then Jeetu enters the room and is introduced to Kamini's bhabhi - who instantly recognizes him as the man she had unknowingly sheltered, and who allegedly killed her husband. Marriage talks end here, Kamini refuses to believe Jeetu, he is arrested by the police, tried in court and sentenced to be hanged. The question remains, why did Jeetu kill Pyarelal?",5,36,https://www.imdb.com/title/tt0231416/
Happy Husbands,1465488,2011,Comedy,Drama,NA,Hindi,Anay,Kurush Deboo,Mohit Ghai,NA,NA,NA,"Arjun, Champoo, and Mohit are married to wives who love them, however, they would prefer to meet other women and even date them. For this purpose, Arjun introduces them to a successful executive, Jaiveer, who is married to Priya, and has a young son. Through him they meet and get involved with a variety of women. Their respective wives are not aware of these turn of events, however, things get complicated for Jaiveer himself when his wife gets evidence of his infidelity.",3.2,25,https://www.imdb.com/title/tt1465488/
Insaaf Ki Devi,363698,1992,Action,NA,NA,Hindi,Jeetendra,Rekha,Niraj,NA,NA,NA,"Suraj Prakash is accused by a young woman named Sheela for allegedly sexually molesting her on the pretext of offering her a job overseas. He not only denies this, but accuses Sheela of making him deaf and mute. His lawyer, Kanoonilal, successfully convinces the Judge that Sheela is lying, and as a result gets a verdict in his client's favor. But not for long, as Suraj is arrested for allegedly killing his wife, Sita. Kanoonilal proves to the Court that Sita committed suicide after Suraj caught her having an affair with his client, resulting in Suraj getting a not guilty verdict. Shortly thereafter, Suraj again is arrested by the Police, this time for allegedly killing his very own niece, Pinky, the daughter of Sadhana and Police Inspector Santosh Verma. Kanoonilal uses Santosh's testimony to get his client off again. After this verdict, a shattered and devastated Sadhana swears to kill Suraj, S.I. Ajay Singh, and Kanoonilal - only to find herself in confrontation with her husband. Watch how events unfold that pit husband and wife against each other, while the accused and his associates continue to manipulate the law and it's process at will.",3,33,https://www.imdb.com/title/tt0363698/
Three Lights and Four Streets,389440,1953,Drama,NA,NA,Hindi,Karan Dewan,Lalita Kumari,Leela Mishra,NA,NA,NA,"Punjabi Lala Gulabchand marries a woman from Uttar Pradesh. They give birth to five sons. When the sons grow up, they marry a Sindhi, Maratha, Bengali, and Gujerati girls, while the fifth one, Suresh, is unmarried. Suresh is attracted to the melodious voice of a radio singer by the name of Kokila, and has drawn the portrait of a beautiful woman who matches her voice in every respect and manner. Little does Suresh know that Kokila is really a very plain-looking young woman, who he has already met, in the shape and form of his family's maidservant, Shyama, who he has never looked at twice.",7.3,24,https://www.imdb.com/title/tt0389440/
Kalpana,271587,1960,Romance,NA,NA,Hindi,Ashok Kumar,Padmini,Ragini,R.G. Gaekwad,NA,NA,"Widower Amar leads a middle-class lifestyle in Bombay along with his widowed mom, and a daughter, Munni, whose mom passed away just 3 days after giving birth and makes a living working as the Principal of Bharti Kala Kendra. When he goes for a vacation to Kashmir with his Butler, D'Souza, he meets with and falls in love with a woman named Kalpana and includes her in his painting. They meet several times and are drawn to each other. One day when Amar goes to propose, he finds out they have left for an unknown destination. When he returns home by train he meets with another young woman, Asha, who he subsequently hires as the Kendra's Dance Instructress. He takes her home to meet his mom, and Munni, and both approve of her hoping that she will marry Amar. Then Amar watches Kalpana performing a dance item in the theater, meets with her and both rekindle their romance. Asha notices this and steps away, albeit heartbroken. Amar asks Kalpana to go and meet his mother and Munni, which she does. It is during this meeting that they will get an unexpected visitor, none other than Johar, who is Kalpana's brother, and this is when the truth about Kalpana, her mom, and their background will surface - changing everyone's lives forever.",7.1,24,https://www.imdb.com/title/tt0271587/
Ram Bharose,368194,1977,Comedy,NA,NA,Hindi,Randhir Kapoor,Rekha,Amjad Khan,Yunus Abu Pathan,Dadoo Mistry,Ratnakar Phadke,NA,6.6,22,https://www.imdb.com/title/tt0368194/
Teri Baahon Mein,240082,1984,Romance,NA,NA,Hindi,Mohnish Bahl,Ayesha Shroff,Navin Nischol,NA,NA,NA,"Two kids are left stranded on an island after their ship capsizes due to a heavy storm. They struggle to survive the harsh living conditions on the island. Later, their grandfather finds them. (Looks like an unofficial remake of 1982 Hollywood movie 'Blue Lagoon' )",6.1,27,https://www.imdb.com/title/tt0240082/
Dr. Vidya,55930,1962,Drama,NA,NA,Hindi,Manoj Kumar,Vyjayanthimala,Mumtaz Begum,NA,NA,NA,"The movie was shot in an era when educated people in cities were getting influenced by the western culture hence the people from rural areas who placed a lot of importance to values and culture, strongly abstained from marrying into city people's homes. Geeta is a girl from a well to do family and is well educated, her parents had brought up her with traditional values and respect for those values. After her graduation, her parents decide to marry her off with Ratan Chowdhury, the son of a zaminder, who had the mind frame that a highly educated wife would be incapable of handling and managing a home, specially in a joint family. Later he marries Geeta but his mentality and the talk of others stop him from accepting her. He disowns her and poor Geeta has to go back to her parents' house. Even after lot of insistence from her parents and friends she refuses to remarry. Instead she continues her studies to become a doctor. After garnering a degree in medical science she goes back to Ratan's village as Vidya. She wants to clear the wrong perceptions that Ratan has about her. Ratan couldn't recognise her, as he had not even seen her face, even during marriage. He falls in love with Vidya and intends to marry her, but one day during the annual cart race, Ratan meets with an accident and suffers a very bad injury post which needs surgery. Due to unavailability of any other doctor, Geeta has to do the job. She performs it successfully. Will Ratan accept Geeta in her new avataar?",6.5,24,https://www.imdb.com/title/tt0055930/
Qatil,359859,1988,Crime,Drama,Mystery,Hindi,Aditya Pancholi,Sangeeta Bijlani,Shakti Kapoor,Sudhir Tarkar,NA,NA,"Kumar Sinha is a law student and lives a wealthy lifestyle with his dad, Sharad, who is the Public Prosector and a strong advocate of the death penalty, ex-lawyer mom, Savitri, and a sister. He is in love with the city's beauty queen, Kiran, the daughter of widower and newspaper owner, J.B. Mathur, who detests Sharad and is an opponent of the death penalty. Sharad, however, manages to make J.B. Mathur change his mind much to delight of the young couple. Kumar, who also opposes the death penalty, decides to teach his dad a lesson when he decides to implicate himself in the murder of a prostitute named Champa. He accumulates enough evidence of his innocence and leaves it with his friend, a Journalist-turned-Editor, Anand Varma. Another friend of Kumar's, Inspector Shyam Verma, with the help of another prostitute, Kamla, entraps Kumar and arrests him. Sharad prosecutes Kumar and despite of Savitri's defense, Kumar is found guilty and sentenced to be hanged. While being held in prison on death-row, Kumar asks Anand to present the evidence about his innocence to the Court. Anand agrees to do so but is killed, and his body and the evidence is burnt beyond recognition. The question remains will Kumar be hanged for a crime he did not commit, and will the real killer go scot-free?",6,28,https://www.imdb.com/title/tt0359859/
Ek Bar Mooskura Do,340092,1972,Drama,Family,NA,Hindi,Joy Mukherjee,Tanuja,Deb Mukherjee,NA,NA,NA,Dilip and Ashok are childhood friends.Ashok is a rich business man while Dilip is doing odd jobs.Dilip falls in love with Mala and both want to get married soon.Mala's father tells Dilip that to marry his daughter he should reach their status.Dilip works hard and earns name and fame.But upon his return he is shocked to see Mala is already married to Ashok.,6.1,23,https://www.imdb.com/title/tt0340092/
Tulsi Vivah,158292,1971,Adventure,Fantasy,NA,Hindi,Abhi Bhattacharya,Jayshree Gadkar,Geetanjali,NA,NA,NA,"Rajkumari Vrunda lives in a palatial home with her mom and dad. One day while hunting she is molested by thugs, and Samrat Jalandhar comes to her aid. He rescues her and accompanies her to her parents' home and asks them for her hand in marriage, to which they agree. The marriage takes place with great pomp and ceremony. After the marriage their life is virtually perfect. Then one day, Jalandhar gets a visit from a Sage who tells him that there is war going between the Devas (Gods) and Danavs (Demons), and that Bhagwan Vishnu has been siding with the Devas. Curious to find out more, Jalandhar journeys to his father, Sagar (Ocean), who tells that he had attempted to make peace between the Devas and the Danavs by offering them sweet nectar of life, but Bhagwan Vishnu had taken the shape of a beautiful woman, Mohini, and made sure that only the Devas got the nectar. Jalandhar is angered at this, and declares war against Bhagwan Vishnu and the Devas. Vrunda begs him not to go, as Vishnu is all powerful. When he insists on going, she prays to the Gods and puts a flowered garland (full of blessings) around his neck to ensure his safety. Jalandhar defeats Indra Dev and comes home victorious, along with Indraloks apsaras (beautiful women) and Indrani herself. The enraged Devas appeal to Bhagwan Vishnu, who agrees to do battle with Jalandhar, but again Jalandhar triumphs, and thus becomes Bhagwan Jalandhar. The worried Devas approach Bhagwan Shiv, who refuses to get involved in any war with anyone. In the meantime, Jalandhar gets angry with Vrunda for worshiping Vishnu and cuts her tongue off so as to prevent her from praying. She goes to pray to Vishnu, and he reinstates her tongue. This angers Jalandhar all the more, and in penance Vrunda blinds herself, and is placed in a dungeon surrounded by a wall of fire. Jalandhar now wants the most beautiful woman in the world, and he is told that there is no one more beautiful than Bhagwan Shiva's wife, Parvati. He accordingly sends word for Parvati to come to him. This angers Shiv and he goes to battle Jalandhar. Once again Jalandhar triumphs, and is all set to have Parvati for his own. Parvati and the other Devas now approach Bhagwan Shri Brahma for a solution. In the meantime, Vrunda regains her eyesight, and to her delight finds that Jalandhar has changed, and they spend a lot of time together. Days later, the severed head of Jalandhar comes into their palace, and accuses Vrunda of infidelity. Vrunda is astounded as she has always been true to her husband, but then there was the severed head floating in the air, and there was her husband standing next to her. She soon finds out that the person standing next to her is Bhagwan Vishnu who had assumed the form of Jalandhar, the real Jalandhar had been defeated by Bhagwan Shiv in battle, and his head severed from his body. Now Bhagwan Vishnu and the Devas have to content with Vrunda's wrath - and she wills Vishnu to become of stone for pulling wool over her eyes, and then she turns her wrath on the rest of the Devas. Will anyone or anything be able to stop Vrunda?",6.6,24,https://www.imdb.com/title/tt0158292/
Hare Kanch Ki Chooriyan,268349,1967,Drama,Family,Romance,Hindi,Biswajit Chatterjee,Shiv Kumar,Lalita Pawar,R.G. Gaekwad,NA,NA,"Mohini Saxena is the only child in the Saxena household, which consists of her Professor dad, Kishanlal, and bed-ridden, ailing mom. She is a medical student, quite free-willed, and friendly with everyone, including young men. And it is for this reason that she has a fainting spell, which when diagnosed results in a pregnancy. Kishanlal is devastated, all the more when his wife finds out and dies suddenly. Alone, and with a pregnant daughter, who is expelled from college, Kishanlal attempts to find out who the father is, for Mohini has decided not to reveal the name of the father. Is he their neighbor's son, Bipin Bose with whom Mohini was quite friendly with? Or is he, Ravi Kumar Mehra, the son of wealthy Amarchand Mehra, Kishanlal's business partner, with whom Mohini spent quite a few romantic moments? or is it some other young man that Mohini has been seeing on the sly. Watch what transpires as the hapless Kishanlal attempts to plead with Mehras and Boses' in an attempt to ensure a better future for his now black-listed, visibly pregnant, daughter.",6.5,27,https://www.imdb.com/title/tt0268349/
Nai Roshni,372448,1967,Drama,Family,NA,Hindi,Ashok Kumar,Mala Sinha,Raaj Kumar,M. Subbiah Asari,Babu,NA,"Professor Kumar lives a wealthy life with his wife, a son, Jyoti, and two daughters, Rekha and Chitra. His son is addicted to alcohol and stays away from home, often returning late at night or not at all. Rekha is traditional, orthodox, and is willing to marry the man of her father's choice. Chitra, on the other hand is the opposite, extrovert, outgoing, and having an affair with a Judge's son, Ramesh. Chitra soon finds out that Ramesh is an alcoholic, and a womanizer, but she would still like him to marry her, as she is expecting his child. Then a young man, Prakash, finds out that Prof. Kumar had an affair with his mother, Parvati, and abandoned her in a pregnant state, when he found out that she was going to lose her vision. Prakash now wants to expose this two-faced professor, and get some justice for his mother. Faced with a scandal over his pregnant daughter, will Kumar be able to handle Prakash's accusations?",6.3,29,https://www.imdb.com/title/tt0372448/
Hai Apna Dil Toh Awara,5752458,2016,Comedy,NA,NA,Hindi,Sahil Anand,Divya Chouksey,Sareh Far,NA,NA,NA,NA,6.1,19,https://www.imdb.com/title/tt5752458/
Lafange,175837,1975,Drama,Family,NA,Hindi,Randhir Kapoor,Mumtaz,Pran,NA,NA,NA,"Beautiful Sapna lives with her wealthy father, Dhanraj, and a younger brother in a palatial house. Her father comes across some valuable diamonds and conceals them in a secret place. While driving one day, Dhanraj is killed, but her brother escapes without any injuries, but loses control of his vocal chords unable to tell anyone how the accident occurred, and goes missing. After Sapna wins a beauty contest, she travels to Bombay and meets with a young wheel-chair bound soldier named Gopal, and both fall in love with each other. What Sapna does not know is that Gopal is a fraud, a con-man who is only after her money. Then her life is even more complicated after she finds out that her father was killed by a man named Diwan. Before she could think of taking any further action, Diwan and his men track her down - their goal to find the secret location of the diamonds hidden by Dhanraj - and kill anyone who dares to get in their way.",6.2,27,https://www.imdb.com/title/tt0175837/
Ek Ke Baad Ek,274481,1960,Drama,Family,NA,Hindi,Dev Anand,Tarla Mehta,Sharda,NA,NA,NA,"Collegian Prakash lives a middle-class lifestyle in a small town along with his brother, Mangal, and Mangal's wife, Laxmi, at a time when India is struggling with a population boom that is threatening it's very existence. Family planning norms and publications are being ridiculed by Indians, rich and poor alike, who believe that children are God's boon. In this atmosphere Laxmi gives birth to a baby boy, and in the next few years, gives birth to 5 more children, 2 boys and 3 girls. They get poorer and in debt, yet she gets pregnant for a 7th time, and this time it takes her life, leaving the children's responsibility with Mangal and Prakash. When Prakash blames Mangal for Laxmi's death, he is asked to leave, and Prakash's plans to marry Sandhya, the daughter of Gangu Telli, are also put on hold as Gangu loves children and does not believe in family planning. Watch what happens when Mangal is forced to beg from the community in order to keep his children from starvation and ultimate destitution.",6.5,25,https://www.imdb.com/title/tt0274481/
Nausherwan-E-Adil,243447,1957,Action,Adventure,Drama,Hindi,Sohrab Modi,Raaj Kumar,Mala Sinha,NA,NA,NA,"Known for his fair-mindedness, Sulta-e-Iran Nausherwan-e-Adil, who lives with his wife, and two sons, administers justice to everyone regardless of their Majhab and status. He then sets forth incognito and finds out how his people are living, and returns back to the palace, and along with other law-makers, brings about changes in laws, improves upon them, as well as introduces new ones. He then proclaims that is now time to announce not only the introduction of new laws but also his son, Naushazad, who will succeed him. The laws are introduced and Naushazad is announced as as the future Sultan. Days after this ceremony his world will be turned upside down when Hakim David and his daughter, Marcia, will approach him and allege that Naushazad had violated laws, had used a fake Isahi name, Joseph, in order to woo Marcia, and demand punishment. Watch the impact this complaint has on the Sultan, his wife, and on his son.",6.7,25,https://www.imdb.com/title/tt0243447/
Durgaa,243230,1985,Action,Crime,NA,Hindi,Hema Malini,Raj Babbar,Pran,NA,NA,NA,"This action-crime genre film revolves around Durgaa, a soft spoken girl who is exploited by various men in her life. At first, Durgaa falls in love with a young man (Raj Babbar) and even marries him. But she realizes post marriage that her husband had married her only as an excuse to sleep with her. Durgaa sees her husband romancing and sleeping with other girls. Her husband tries to get Durgaa into trouble by hatching a plan to get her name tagged as a prostitute. She is then accused of murdering an innocent girl but seeks the help of a senior good looking man (Pran) to bear her court expenses so that she can fight the injustice against her. She is introduced to Mohan Babu (Rajesh Khanna), who has the reputation of winning every case he handles and so is hired as the advocate representing Durgaa. But Durgaa is not aware of the motive of the old man in helping her. The rest of the story is why Mohan was hired as the advocate by that old man, what the motive of the old man helping Durgaa was, will Durgaa ever forgive her husband, who murdered the girl etc. In the end Durgaa takes revenge on the devils in her life. Rajesh Khanna plays the savior of Durgaa in the last 50 minutes of the film, playing the Advocate representing Durgaa in court, and marries Durgaa in the end.",6.3,26,https://www.imdb.com/title/tt0243230/
Khandaan,381313,1979,Drama,Romance,NA,Hindi,Jeetendra,Sulakshana Pandit,Bindiya Goswami,NA,NA,NA,"The Srivastav family consists of Gaurishankar, his wife, Savitri, two sons, Vikas and Ravi, who lead a poor lifestyle in a village in India. When the sons grow up, Vikas gets married to wealthy Nanda, while Ravi continues his education in college. Ravi, who woos attractive Usha, and hopes to marry her, often gets into trouble, stealing hens for example, earning the wrath of his father. Gaurishankar is nearing retirement, while Vikas is unable to get employment. When Vikas gets an offer, he must deposit Rs.5000, which the family must come up with in 4 days. The family does not come up with this amount, as a result Nanda borrows this money from her uncle, and Vikas gets a job. Then Gaurishankar gets news that Ravi has been arrested by the Police for stealing Rs.5000 from his employer, as a result he goes into shock, has a stroke which leaves him paralyzed. Ravi is tried in Court, found guilty, and sentenced to 3 months in jail. This news ends up killing Gaurishankar. When Ravi completes his sentence, and returns home, he is told by Vikas that his mother blames him for Gaurishankar's death and does not wish to see him anymore, and he finds out that Usha is to get married to a man named Rakesh, the son of Dinanath. Ravi re-locates to Bombay, gets a job, earns well, and starts sending money-orders to his mom, as well as becomes the object of affection of Sandhya, the daughter of his employer. Ravi is unaware that his mother knows that it was not he who stole the Rs.5000, but choose to remain silent, letting him take the blame. Watch what happens when Usha meets with Ravi and the impact this has on both of them.",6.5,23,https://www.imdb.com/title/tt0381313/
Afsar,42184,1950,Comedy,Romance,NA,Hindi,Dev Anand,Suraiya,Ruma Guha Thakurta,NA,NA,NA,NA,7.1,23,https://www.imdb.com/title/tt0042184/
Aadharshila,177480,1982,Drama,NA,NA,Hindi,Dolly Ahluwalia,Raja Bundela,Neena Gupta,NA,NA,NA,"Aadharshila is a 1982 Hindi film written, produced and directed by Ashok Ahuja, and starring Naseeruddin Shah and Anita Kanwar. The film won the Filmfare Critics Award for Best Movie and the Indira Gandhi Award for Best First Film of a Director. Wikipedia Director: Ashok Ahuja",6.4,22,https://www.imdb.com/title/tt0177480/
Solva Sawan,156093,1979,Drama,NA,NA,Hindi,Adil Amaan,Kulbhushan Kharbanda,Madhukar,NA,NA,NA,Mehna is a beautiful village girl aspiring to be a teacher when a Vet come sin village she falls in love with him and sacrifices her dream of being a teacher to spend more time with the Vet.her mentally retreated cousin is secretly in love with her who takes care of her after the Vet leaves the village to marry another women.But soon her cousin will be jailed for killing a rowdy villager who tried to rape Mehna.,6,27,https://www.imdb.com/title/tt0156093/
Hum Intezaar Karenge,363691,1989,Drama,Romance,NA,Hindi,Mithun Chakraborty,Padmini Kolhapure,Vinod Mehra,Jadab Bhattacharya,NA,NA,"Manisha is the only child of wealthy widower Barrister Vikas Anand. Manisha meets fellow collegian, Ajay, and after a few misunderstandings both fall in love with each other. Manisha introduces Ajay to her dad, who approves of him, but Ajay tells him that he cannot marry Manisha until he is well settled and able to afford all the comforts of life, he needs 3 years to accumulate enough wealth and then marry Manisha. Vikas is impressed by this and agrees to wait, subsequently Manisha also agrees. Ajay keeps Manisha posted about his success story. However, after the period of 3 years, Ajay disappears from Manisha's life. Her friend informs Manisha that she knows that Ajay has married another woman, and shows her photographs of Ajay and the woman. Watch as events unfold to show why Ajay chose to marry another woman, and what steps will Manisha and her dad take to hold Ajay accountable for his promise.",5.5,27,https://www.imdb.com/title/tt0363691/
Patita,316386,1980,Drama,NA,NA,Hindi,Shoma Anand,Vikram Makandar,Raj Kiran,NA,NA,NA,"A young woman, forced to live the life of sex worker after the death of her parents, loses her faith in life and human beings in general when her brother dies. Three young persons fall in love with her, a spoilt alcoholic who lives life on the edge and dies as a result of excessive alcoholism, a schoolteacher who involuntarily is made responsible for the death of the lady's school going brother, and the college student whose simplicity and naiveté wins the heart of the sex worker. Amidst parental pressure and social obstacles, the student marries the sex worker, thus completing the cycle of life and giving her societal respect.",5.8,26,https://www.imdb.com/title/tt0316386/
Badnam Farishte,384822,1971,Crime,Drama,NA,Hindi,Rajesh Khanna,Sharmila Tagore,Sona Mastan Mirza,NA,NA,NA,NA,5.8,22,https://www.imdb.com/title/tt0384822/
