Title,IMDB ID,Date of release,Genre1,Genre2,Genre3,Language,Actor1,Actor2,Actor3,Crew1,Crew2,Crew3,Plot summary,IMDB rating,IMDB votes,IMDB URL
Apne Huye Paraye,357433,1964,Drama,Family,NA,Hindi,Mala Sinha,Manoj Kumar,Shashikala,NA,NA,NA,"Rekha lives a middle-class lifestyle with her widowed mom. When she is five, her mom's friend, Nalini, passes away, compelling 5 year old Lata and her maid, Rampyari, to move in with them. Rekha is friendly with Shankar, and is sad when his family re-locates to Kanpur. Years later Rekha has matured, Shankar has returned as a qualified doctor, and asks her mom for Rekha's hand in marriage, to which she agrees. Before the engagement could take place, Rampyari finds that Shankar is having an affair with Lata, compelling both of them to get married, leaving Rekha heart-broken. After the marriage, Lata moves out to live with Shankar, and Rekha's mom passes, leaving her a heavily mortgaged house and many debts. Rekha's re-pays the debts and moves out to live her family servant, Fohkat, his son, Makhan, and Makhan's wife, Misri. Rekha finds employment and falls seriously ill. Shankar comes to treat her and asks her to come and live with them. When Rekha refuses, Lata comes over and makes her change her mind, and as a result both Fohkat and Rekha move in Shankar's house - not realizing that their entry will result in a murder in the household - which will not only turn everyone's lives upside down but also throw open their individual lives to a public scandal.",6.1,25,https://www.imdb.com/title/tt0357433/
Mitti,446159,2001,Action,Drama,NA,Hindi,Ferdous Ahmed,Sharbani Mukherji,Rani Rajkumar,Manohar Patil,NA,NA,"Ganga is sexually molested, assaulted, tortured and killed by a goon employed by Pagla Jaan, a Kolkata-based notorious gangster, whose wealth, power, and influence are beyond imagination. Deva undertakes to locate the killer, succeeds in his mission and beheads him publicly. Deva does not know that soon his friends' and family's lives will be endangered, and he, himself, will be hunted down - not only by an enraged Pagla Jaan and his army of goons - but also by the Police.",5.2,30,https://www.imdb.com/title/tt0446159/
Prem Tapasya,262703,1983,Drama,Romance,NA,Hindi,Jeetendra,Rekha,Reena Roy,G. Mogavesh,P. Satyanarayana,J. Suryanarayana,"Mohan Verma meets with attractive Devi and falls in love with her. His parents would prefer that he marry Anita, but he refuses to do so. He proposes his love for Devi, but Devi rejects, and even humiliates him. When Devi comes to know that Mohan really loves her with his heart and soul, she repents, and accepts Mohan's proposal for marriage. The marriage is set to take place within a few days, and preparations are on. Then Devi's brother, Nandlal, comes across a secret about Mohan's life, and puts a stop to this marriage. Devi finds out that her brother is behind this, and tells Mohan, and they plan to get married in secret. That night Mohan does not show up, and Devi is devastated. Fearing that he may have been involved in an accident, she contacts him and finds out that he was out with another woman, a woman named Laila.",6.1,30,https://www.imdb.com/title/tt0262703/
Kotwal Saab,244596,1977,Action,Crime,Drama,Hindi,Shatrughan Sinha,Aparna Sen,Sudhir,Ram Gopal Sharma,NA,NA,"Bharat Prasad Sharma lives a middle-class lifestyle along with his brother in a small town in India. His brother falls in love with Saraswati and both get intimate. Then Saraswati gets pregnant and both get married. Bharat does not approve of Saraswati and breaks off all relations, even dividing the house into two. Now Bharat is the Deputy Superintendent of Police and is assigned to take charge of a Police Station in a small town that is being ruled by a criminal don and soon-to-be Member of the Legislative Assembly, Dharam Kohli. Immediately upon his arrival he dramatically suspends Inspector Thakur, and arrests Dharam - only to release him due to medical reasons. A frustrated Bharat volunteers to go under cover and expose Dharam. He rents a room with John Fernandes, falls in love with co-tenant, Prabha, and marries her. With Prabha and John's help he gathers enough evidence to arrest Dharam little knowing that Prabha has a secret she kept from him - namely that she was in love with Dharam's goon, Mahesh, who is secretly blackmailing her and now wants her to hand over all evidence to him.",6,31,https://www.imdb.com/title/tt0244596/
Baadal,339998,1985,Drama,Family,NA,Hindi,Shammi Kapoor,Mithun Chakraborty,Poonam Dhillon,Anand Sawant,NA,NA,NA,5.7,24,https://www.imdb.com/title/tt0339998/
Gangvaa,362674,1984,Action,Drama,NA,Hindi,Rajinikanth,Shabana Azmi,Sarika,NA,NA,NA,"Gangvaa (Rajnikant) stays with his parents and brother in a village. His father works for Thakur Mahendra Singh (Amrish Puri). While digging for a well his father and other men get treasure. His father tells Thakur to give it to the government but Thakur doesn't listen. Gangvaa's father complains in police but Thakur comes out from jail with the help of a lawyer. He asks his Munim to kill Gangvaa's parents. When Gangvaa comes to know about his parents death he takes revenge and kills Thakur Mahendra Singh. Then Gangvaa, his brother Bhima and his friends become dakus.",5.4,31,https://www.imdb.com/title/tt0362674/
Bhagam Bhag,155541,1956,Action,Comedy,Crime,Hindi,Kishore Kumar,Shashikala,Smriti Biswas,NA,NA,NA,"Asleep in their shanty room in Bombay, Kishore and Bhagwan, are awoken by three males who insist on searching their room at gun-point for a coat - albeit in vain. When Bhagwan finds the coat, there appears nothing valuable in it, but they decide to keep it. Their privacy is interrupted again - this time by two females, Smriti and Shashi, who distract them and take the coat. The duo follow the two women, who turn out to be nieces of Jwala Prasad, the owner of the coat. Goons manage to take the coat, but with Kishore and Bhagwan's help, the women are able to take it back to their uncle. A grateful Jwala Prasad lets the duo stay with them. The next morning the duo will wake up to nothing but surprises - as they will find Jwala Prasad and his nieces are gone. They decide to investigate further but their resolve will set off a chain of events that will take the two friends - first to Madras, then to Howrah, and then to Pakistan - where they will be held in a dungeon and goons will prepare nooses to hang them - without the hapless duo even knowing what is in the coat and why so many people want to obtain it.",6,27,https://www.imdb.com/title/tt0155541/
Ulta Seedha,245525,1985,Comedy,NA,NA,Hindi,Raj Babbar,Rati Agnihotri,Aruna Irani,Y.L. Bagchi,Dilip Singh,NA,"Justice M.K. Roy is a traditional and orthodox gentleman, who is unable to understand nor appreciate the carelessness of today's youth. He has brought up his daughter, Shobha, with these same traditions, and he hopes to get her married in a good household. To his shock and dismay, Shobha is in love with Ramesh Saxena, an unemployed youth, who has no respect for tradition. Justice Roy is opposed to any alliance with Ramesh in any way whatsoever, until and unless Ramesh gets a suitable and respectable job, and learns to respect tradition. Ramesh does get a job with a textile mill, and gets a bonus payment, which is to be presented to him in an open ceremony, presided over by Justice Roy. When the bonus payment is being handed over to Ramesh, a woman comes forward and claims that Ramesh is her husband, who had abandoned her soon after their marriage.",5.3,25,https://www.imdb.com/title/tt0245525/
Aulad,233255,1968,Comedy,Drama,NA,Hindi,Jeetendra,Babita Kapoor,Mehmood,NA,NA,NA,"Mamta lives a poor lifestyle with her husband, Dinu, and two sons, Mohan, and Sohan. When Ram Lal, the wealthy Zamindar, Kanta Prasad Gupta's Munim, comes to them to take Sohan to Mrs. Sharda Gupta for ten days, they reluctantly permit him to do so. After 10 days, Gupta himself approaches them and begs them to let his wife keep Sohan for life. They tearfully agree. Then Mohan gets into trouble, and Dinu scolds him, only to find out that Mohan has run away from home. A search proves futile, and the couple continue to live a childless life. Now 17 years later, Mamta is seriously ill, and asks Dinu to bring Sohan back. Dinu goes to the Zamindar's house where he meets a young man who identifies himself as the real son, Suraj, and informs him that Sohan has been asked to leave. A devastated Dinu loses his memory and roams listlessly on the streets of Calcutta, unable to remember anything. The question is will Dinu and Mamta be united with their sons during their respective lifetime, and what has become of Mohan, and who exactly is Suraj?",5.3,35,https://www.imdb.com/title/tt0233255/
Safed Jhoot,158179,1978,Comedy,Drama,Family,Hindi,Ashok Kumar,Vinod Mehra,Mithu Mukherjee,NA,NA,NA,"After the death of their parents, Kamla Gulati and her elder brother live together and assist each other. Soon her brother gets a job and they move up in life. Then Kamla elopes with a young man and leaves her brother without informing him of her whereabouts. Shortly thereafter her pregnant body is found lifeless, abandoned by her boyfriend. Now Gulati is the President of an organization, and has promoted young Vinod Thakur as it's Vice-President. Gulati goes for a holiday in Panchgani and upon arrival at the local Circuit House meets with a young woman who identifies herself as Vinodini T. Gulati, the daughter of T.N. Gulati. He starts treating her as his sister and becomes very protective toward her. When he finds out that a young man named Amol Palekar alias Ramu is attempting to woo her, he forbids her to see or have any contact with him in any way, as he fears that she may end up like Kamla. He is headed for several surprises as he will soon find out that Vinodini is not who she claims to be, that, in fact, she is married, and her real husband is attempting to free her from the clutches of Mr. Gulati, by hook or by crook - even enlisting the services of local goon Pandu Dada - who has been known to kill in order to get his way.",5.6,28,https://www.imdb.com/title/tt0158179/
Kasak,154720,1992,Drama,Romance,NA,Hindi,Aparajita,Asrani,Laxmikant Berde,NA,NA,NA,NA,5.1,33,https://www.imdb.com/title/tt0154720/
Ganga Tere Desh Mein,359309,1988,Action,NA,NA,Hindi,Dharmendra,Jaya Prada,Shatrughan Sinha,S.R. Rani,NA,NA,"Inspector Ajay lives with his widowed mother in a city in India. He has been assigned the task of bringing in notorious bandit and gangster named Cobra, who has been terrorizing and killing people all over India. He does succeed in arresting him, and holds him in a cell, only to find out that he is insane, and must be institutionalized. Thereafter, Ajay awaits Cobra's treatment so that he can proceed with his investigation. One day while his mother packs his lunch, he finds out that it was poisoned, it did not affect him, but it kills another colleague. His mother, relieved to find out that Ajay is alright, is more concerned about Cobra, who was also sent some food. Ajay is baffled as to why his mother would feed a senile criminal, and he sets out to find out why. The truth will devastate him, make him lose his job, and change his outlook on life forever.",4.8,33,https://www.imdb.com/title/tt0359309/
Lava,89465,1985,Family,Drama,NA,Hindi,Raj Babbar,Dimple Kapadia,Asha Parekh,NA,NA,NA,"Amar lives a poor lifestyle with his widowed mom in India, he is unemployed, does not make enough effort to find a job, and spends most of his time with his sweetheart, Rinku Dayal. When his mom finds out that he has been writing love letters, she asks him to introduce his girlfriend, which he does. She approves of Rinku and would like both of them to get married, she also warns Rinku that Amar is fated to die under water and must keep away from all lakes, rivers, and swimming pools at all costs, as he cannot swim. Then a few days later, Amar accidentally falls down in a river, is swept through a waterfall and is believed to be dead. His shocked and devastated mom loses her sanity, and keeps on hoping that Amar will return one day. Then six months later, Amar does return home to his overjoyed mom, and is anxious to go to Rinku and tell her the good news. It is then his mom informs him that Rinku has married Ajit Verma, her dad's boss, shortly after she found out that Amar had drowned. A shocked Amar must now find out why his sweetheart chose to marry a wealthy man, and it is here he will find out that his falling in the river was not an accident but he was the victim of a conspiracy against him.",5.5,33,https://www.imdb.com/title/tt0089465/
Jallad No. 1,354662,2000,Action,Drama,NA,Hindi,Ishrat Ali,Dharmendra,Shakti Kapoor,NA,NA,NA,"Shankar (Dharmendra) is an executioner at a local police station. He lost respect for his job, as he was forced to execute an innocent man, who was framed by the Underworld for committing the murder of a Police Commissioner. He quit his job and was unable to find jobs at other places, as the employers were concerned about their own safety. In a desperate need for money, he approached Shinde (Shakti Kapoor) for a job. Shinde, with the help of Senior Inspector Dolkar was involved in the trade of arms. Shinde framed Shankar for his deeds and was arrested by Inspector Arjun (Kiran Kumar). The court sentenced him to prison. Since then, vengeance against the criminals was Shankar's prime objective.",4.6,30,https://www.imdb.com/title/tt0354662/
Shabnam,155161,1964,Action,Adventure,Comedy,Urdu,Mehmood,L. Vijayalakshmi,Sheikh Mukhtar,NA,NA,NA,"Khalifa Haroon instructs his daughter, Shabnam, to keep her face in a veil as she resembles Shubi, the region's Shehzadi. With soldiers under the command of Siparsala Zaber terrorizing the folks, a masked man comes out of nowhere to combat them, and people believe that he is the once-dead Zingarro. Shubi is displeased when she finally gets to meet her future husband, Khan Mustafa, as he is a cowardly buffoon. When Zaber finds out that he cannot control the Maharaja and the Wazir, he has the former imprisoned and the latter killed. When he is unable to influence Shubi, he has her kidnapped, and has Shabnam brought to the palace forcibly where he hopes to lure her to become the Shehzadi and marry him.",5.4,24,https://www.imdb.com/title/tt0155161/
Sauda,395748,1995,Romance,NA,NA,Hindi,Sumeet Saigal,Neelam Kothari,Vikas Bhalla,NA,NA,NA,"Deepak (Vikas Bhalla) and Jyoti (Neelam Dharamdas) are in love, against her wealthy father's wishes. When Seth Dharamdas (Dalip Tahil) has Deepak assaulted, Jyoti rebels and marries him. They move in with his sister, Asha, and her husband, Madan, who is an investment banker. On request of Shakti Singh (Kiran Kumar), he invests two and a half million in real estate, only to find out he has been swindled out of the money. Deepak sells his ancestral property, only to be robbed. The funds must be replaced in 24 hours, when they meet Prakash (Sumeet Saigal). He makes an indecent proposal to Jyoti, spend one night with him in exchange for the money.",3.8,30,https://www.imdb.com/title/tt0395748/
Baali Umar Ko Salaam,363455,1994,Action,Comedy,Drama,Hindi,Kamal Sadanah,Tisca Chopra,Sudha Chandran,NA,NA,NA,"Rahul lives a wealthy lifestyle in Mumbai along with his dad, Banwarilal Ansimal and mom, and is a big disappointment to his parents. They want him to get married, he refuses, and gets grounded. Shortly thereafter, Banwarilal finds out Rahul has managed to escape, and launches a search for him. A few months later, Rahul telephones his mother, that he is alive and well, and has found a sweetheart, Nikita, who he wants to marry. His mother accepts this and wants him to return home immediately. Neither know that Banwarilal does not approve of his son choosing a bride on his own, and has already made arrangements with his wealthy Himachal Pradesh-based childhood friend, Jaalan, for Rahul's marriage.",4.2,32,https://www.imdb.com/title/tt0363455/
Chauraha,346733,1994,Action,Crime,Drama,Hindi,Jeetendra,Jackie Shroff,Jaya Prada,Ramesh Abitkar,NA,NA,"Amar a 12 yr old orphan works in a hotel and at night, studies at Masterjis school Kalinath a pimp murders one of his customers and the innocent Amar is convicted instead of Kalinath. After many years, Amar (Jackie Shroff) returns after completing his sentence and finds everything changed. The school had made way for a gamble-house. He comes to know that Kalinath is dead and his son Baba Bhatti (Danny Denzongpa) is one of the leading criminals. Amar brings the crooks to book and the gamble-house now makes way for 'Insaaf Ghar'. Amar falls in love with Poonam (Ashwini Bhave), an honest inspector's sister. Amar comes across a poster of Badrinath, who is contesting the elections. He identifies him instantly, he is the pimp Kalinath, Amar and his friends Kidnap Kalinath alias Badrinath two days before the elections. What happens next? View 'CHAURAHA' to know the remaining part.",4,29,https://www.imdb.com/title/tt0346733/
Krishna Arjun,400584,1997,Drama,NA,NA,Hindi,Jeetendra,Vivek Mushran,Upasna Singh,NA,NA,NA,"Sharda Yadav is the widow of Ramnath, who was a freedom fighter. Now she lives a poor but very respectable lifestyle with her two sons, Krishna and Arjun, in a small rural town in India. Years pass by, Krishna and Arjun have both grown up. Krishna and his mom would like to send Arjun to Bombay to study and become a professional. Accordingly, Arjun travels to Bombay, where he resides in a hostel, meets a beautiful collegian named Punam, and both fall in love with each other. Then Arjun gets devastating news of the passing away of his mother. He travels home and finds that nothing is the same anymore, for Krishna has been arrested, found guilty of brutally raping and then killing a young school-teacher widow by the name of Meera, and unable to bear this shock of this disgrace, his mother has passed away. Arjun must now meet with Krishna and find out what had happened after he left town, and whether there is any truth to Krishna's crime.",6.6,28,https://www.imdb.com/title/tt0400584/
Abhilasha,138994,1968,Drama,Romance,NA,Hindi,Meena Kumari,Nanda,Sanjay Khan,Randhir Mistry,NA,NA,"Traumatized and blaming herself after losing her young child in an accident, Meena is unable to conceive. Her supportive husband, Major General Ranjit Singh, belonging to an upper-caste Rajput family, then assists her in adopting a Catholic child born to recently widowed Albert D'Souza, and hire the latter as a butler. Shortly thereafter, Meena does get pregnant and gives birth to a male child. The children are named Ajay and Arun, and both celebrate their birthdays on the same day. Years later, Ajay is now a doctor while Arun is in his final year of Bachelor of Arts, and will soon be joining the army. The Singhs hope that Ajay will eventually marry Ritu, the only daughter of Rai Bahadur Daulatram and Geeta, but are in for a surprise when they find that Ritu prefers Arun. Then the lives of the Singhs will undergo major changes when Ranjit will inform Arun of his adoption, is not even a Hindu. Watch how an anguished Arun blames his foster parents as well as faces rejection at the hands of an enraged Geeta and Daulatram.",6.8,31,https://www.imdb.com/title/tt0138994/
Luckhnowi Ishq,4594848,2015,Drama,NA,NA,Hindi,Adhyayan Suman,Karishma Kotak,Mukesh Khanna,NA,NA,NA,"Prem (Adhyayan Suman) a medical student from Delhi happens to visit Lucknow for his friends wedding and falls in love with Sunaina (Karishma Kotak) from Lucknow. It is love at first sight and Prem wants to marry Sunaina, he even fights her brother Krishna who shares a close bond with his sister Sunaina. Prem swears to marry Sunaina in the next 10 days and does marry her. However, on the first night of the marriage he leaves Sunaina and comes back to Delhi. Prem is depressed and is not able to concentrate on work when Prof. KK (Sharad Saxena) scolds him and later consoles him and asks him to focus on his studies since he is a very bright student and the prof. wants him to top the MBBS exams. At Sunaina's home every one is very upset and Sunaina decides that she would find Prem and bring him to justice and stop the entire families suffering. She swears that she would only come back once she finds Prem. Its this Luckhnowi feel to the movie and love story between Prem and Sunaina and Prof. KK Playing Love guru which gives the movie a pleasant feel.",7.1,25,https://www.imdb.com/title/tt4594848/
Chand Aur Suraj,59023,1965,Crime,Drama,Mystery,Hindi,Ashok Kumar,Dharmendra,Nirupa Roy,NA,NA,NA,"Chanderprakash A. Malik lives a middle-classed lifestyle in Bombay, along with his wife, Kamla; a son, Munna; and a brother, Surajprakash, who is studying medicine. He works in the accounting department as well as does tutoring, and hopes that Suraj will complete his education, then go overseas to upgrade. He also hopes to get him married to widower Dindayal Choudhury's only daughter, Kiran. The young couple are introduced and quite dramatically fall in love with each other. Everything appears to go according to plan until Chander is accused of stealing Rs.10,000/- and is fired. He conceals this information and seeks employment elsewhere - albeit in vain. He then attempts to take a loan from Dindayal, who has been told about the theft, ends up being humiliated and the wedding gets canceled. Then he informs everyone that he is going away on a business trip, and a few days later the Police notify them of his accidental death. Devastated, the family struggle to come to terms with his sudden passing, but get financial relief of Rs.1 Lakhs from the insurance company. Suraj takes the money, starts accumulating wealth by gambling, investing in stock, becomes arrogant, takes to alcohol, and drops all plans of being a doctor, while Kamla starts seeing a male named Mohan on the sly.",6.4,29,https://www.imdb.com/title/tt0059023/
Saiyan,130989,1951,Drama,Family,Romance,Hindi,Madhubala,Ajit,Sajjan,NA,NA,NA,"An unusual, tragic saga of star-crossed lovers and a family caught in the calamitous backwash of a forsaken romance. An orphaned village girl is given shelter in a respected home and wooed by the two sons of the family. This, combined with the headstrong, impulsive nature of the younger son, leads to a uniquely disastrous three-way relationship that ruins and ultimately destroys the family.",7,25,https://www.imdb.com/title/tt0130989/
Achha Bura,244380,1983,Drama,NA,NA,Hindi,Amjad Khan,Ranjeet,Raj Babbar,Ibrahim Mamoo,Ram Gopal Sharma,NA,"Mohammad Sher Khan is a Pathan who has re-located to India from Afghanistan and befriends Phagwara-born Veer Singh. Both are quite naive, they steal a truck from a businessman who has 20 such trucks, get into a fight, are arrested, and jailed. They are let out for good behavior, go to live in Chaurasiya Chawl, and lease a truck for a living. There they become popular when they oust the local goon Jaggu Dada. Then a Catholic Anglo-Indian, Rosy, comes to live there. Both friends mock and make fun of her, but then all three become fast friends. When Rosy falls ill, both come to her rescue and ensure that she recovers. They find out that she is the nanny of a wealthy young woman named Rita Roy, and they also find out that Rita has fallen in love with wealthy Ravi Lala, both want to get married but Ravi's dad wants a huge dowry. Sher Khan and Veer Singh come up with a scheme to get the young lovers gets married - but the scheme has many flaws: it does not involve Rosy at all; it may end up seeing the duo back behind bars; as well as Ravi getting married to a woman of his dad's choice.",6.7,26,https://www.imdb.com/title/tt0244380/
Muqabla,79589,1979,Action,Adventure,Drama,Hindi,Sunil Dutt,Shatrughan Sinha,Rajesh Khanna,NA,NA,NA,"Sheru (Shatrughan Sinha) and Vicky (Sunil Dutt) are two gangleaders. After a series of complications and mishaps both realize that they will be better off being friends and helping the poor and needy. They also fall in love with two separate women, one of them is Lacho (Reena Roy). When these two turn good guys, the bad guy's leader Banwanri (Ranjeet) gets angry and vengeful. Fortunately, for our two heroes get support from a honest police inspector (Premnath). Then Sheru finds out that Lacho really loves Vicky and his son, this embittered them both against each other. And the two again resume their old rivalry and hatred for each other.",6.5,28,https://www.imdb.com/title/tt0079589/
Jeene Ki Arzoo,361770,1981,Drama,Thriller,NA,Hindi,Mithun Chakraborty,Rati Agnihotri,Chandrashekhar,NA,NA,NA,NA,5.9,26,https://www.imdb.com/title/tt0361770/
Khudai,400577,1994,Drama,NA,NA,Hindi,Rajesh Khanna,Madhavi,Deepika Chikhalia,NA,NA,NA,"Raj Anand is a Bollywood movie director and lives a wealthy lifestyle with his wife, Padmini, and only son, Varun. He is respected and liked in the industry and is known to be a man of honesty and principles. He feels that Varun should make a debut in one of his movies, which he decides to call ""Nagar Vadhu"" (Prostitute), and hopes to cast a well-known Bollywood actress, Sakhi Swami, opposite Varun in the female lead role. The only problem is that Varun dislikes acting, but when Raj persuades him, he changes his mind, and agrees to act in this movie. Varun meets with Sakhi, and both are attracted to each other. This does not auger well with Raj and he puts a stop to the production immediately. It is then that Varun finds out that his principled father has been known to have an illicit relationship with Sakhi. How will this knowledge help him overcome the wall of mistrust that has now arisen between his dad, himself, and Sakhi.",5.9,26,https://www.imdb.com/title/tt0400577/
Kohraam,363747,1991,Action,NA,NA,Hindi,Sadashiv Amrapurkar,Mahesh Anand,Brahmachari,NA,NA,NA,NA,5.5,28,https://www.imdb.com/title/tt0363747/
Sharafat Chhod Di Main Ne,381585,1976,Drama,NA,NA,Hindi,Feroz Khan,Hema Malini,Neetu Singh,NA,NA,NA,"Raju and Preetha are in love.But he is disappointed when she marries another man due to pressure from her father. Raju can't take the betrayal an treats everyone women as playing thing.Raju moves to the city and befriends Kalu who introduces him to Rai Sahab who runs illegal activities.Rai Sahab soon becomes fond of Raju due to his activities . Preeta passes away after giving birth to her daughter Radha.Preetha's father hands the baby girl Radha and his younger daughter Geeta in care of Preetha's husband who well educates them.Rai Sahab whose turning older hands his empire to Raju and since then he gets title of Rai Sahab.Years later Geeta grows up to be lookalike of her older sister Preetha while Radha is student in love with Shyam.Geeta runs a ashram for unwed pregnant girls.At a fund-raising show for Geeta's ashram, Radha performs a dance which her mother used to perform in the village. Raju, is a generous donor to the ashram, is in the audience and memories flood him.Where he gets attracted to much younger Radha.",5.8,26,https://www.imdb.com/title/tt0381585/
