Title,IMDB ID,Date of release,Genre1,Genre2,Genre3,Language,Actor1,Actor2,Actor3,Crew1,Crew2,Crew3,Plot summary,IMDB rating,IMDB votes,IMDB URL
Moh Maya Money,5343678,2016.0,Crime,Drama,Thriller,Hindi,Neha Dhupia,Ranvir Shorey,Devendra Chowhan,,,,,5.6,423.0,https://www.imdb.com/title/tt5343678/
Maharaja,119596,1998.0,Action,Adventure,Comedy,Hindi,Govinda,Manisha Koirala,Raj Babbar,,,,"Fearing his death, Ranbir Singh (Salim Ghouse) decides to kill Kohinoor when he is a child, in vain though. After 20 years Kohinoor (Govinda) returns to claim his rightful place in the kingdom. He has developed advanced powers over matter and animals, which he uses to his advance to free his nanny, Ameenabi (Aruna Irani) who is being held by Ranbir and his associates. Kohinoor must pass numerous tests, including being exploited by a television reporter, Shaili Mathur (Manisha Koirala), who claims that she loves him; and fight hungry, blinded, man-eating lions.",4.1,443.0,https://www.imdb.com/title/tt0119596/
Mammo,110449,1994.0,Drama,,,Hindi,Farida Jalal,Surekha Sikri,Amit Phalke,Arup Banerjee,Subrato,,"13 year old Riyaz lives a poor lifestyle in Bombay, India, with his grandmother, Fayyuzi, and her sister, Mehmooda alias Mammo. Quite outspoken and embittered over his dad abandoning him, Riyaz does not have many friends, save for Rohan. When Mammo plans a surprise birthday party for him, Riyaz is offended as he believes his friends will make fun of him as his lifestyle is not as good as their's. Fayyuzi and Riyaz have an argument with Mammo, and she leaves for the Mosque at Haji Ali, but returns when both apologize to her. Although Mammo was born in Panipat during the British Raj, she was one of thousands of Muslims who left for Pakistan. She was married over there, could not conceive, was branded a ""barren woman"", and asked to leave. Having nowhere else to go, she came to live with her widowed sister in Bombay on a temporary Visa. Every month she would walk to the nearest Police Station and get an extension. She finally paid a Rs.4800/ as a bribe in order to get a permanent visa through Inspector Apte. When Apte was transferred, a new Police Inspector took over, processed her papers, held her to be an illegal immigrant, arrested her, had her escorted to the Bombay Central Railway Station, board the Frontier Mail, which would return her to Pakistan. Riyaz and Fayyuzi make every possible attempt to trace and bring her back, which was all in vain. Now 20 years later, Riyaz has grown up and has written a book about his Mammo, hoping that someday, somewhere she will find it and they will be reunited again.",7.7,421.0,https://www.imdb.com/title/tt0110449/
City of Gold,1789255,2010.0,Action,Adventure,Fantasy,English,Shane West,Luke Goss,Natalie Martinez,Bruno Abanto,Jose Luis Carrera,Jorge Cornejo,"Jack and his girl Maria has found a clue leading to the fabled city of gold, Eldorado. But if that much gold would flood the market, the gold price would plummet and fortunes be lost, so a shady consortium of Wall Street traders send their mercenary Grissom to stop Wilder.",5.0,139.0,https://www.imdb.com/title/tt1789255/
Raag Desh,6080746,2017.0,Action,Drama,History,Hindi,Kunal Kapoor,Amit Sadh,Mohit Marwah,Ankita Lad,,,,8.1,391.0,https://www.imdb.com/title/tt6080746/
Anupama,137361,1966.0,Drama,Romance,,Hindi,Dharmendra,Sharmila Tagore,Shashikala,Jadab Bhattacharya,Shanker Kurade,,"Mohan Sharma (Tarun Bose) is a workaholic, whose life changes dramatically after his wife dies upon giving birth to their daughter Uma (Sharmila Tagore). He despises the daughter by day, and adores her when drunk at night. The film is about Uma's coming of age and her relationship with a sensitive poet Ashok (Dharmendra) who slowly brings her out of her shell.",7.4,441.0,https://www.imdb.com/title/tt0137361/
Toh Baat Pakki!,1605778,2010.0,Comedy,Drama,,Hindi,Tabu,Sharman Joshi,Yuvika Chaudhary,Sailesh Mahadik,,,"After being asked to leave by his Palanpur-based landlady Mrs. Rai, Civil Engineering student, Rahul Saxena, finds a room with Rajeshwari Saxena, who treats him like a family member. He is subsequently introduced to her sister, Nisha, both are attracted to each other, and plans are made to get them married. Rahul will soon find out that he will soon not only be asked to leave, but also instructed to assist in the marriage of Nisha with Yuvraaj Saxena.",5.1,385.0,https://www.imdb.com/title/tt1605778/
Bittoo Boss,2347289,2012.0,Romance,,,Hindi,Pulkit Samrat,Rajesh Bakshi,Ujjwal Chopra,,,,"Bittoo Boss' is a young charming, ingenious and a fun filled wedding cameraman who takes pride in calling himself a ""Sesky Video Shooter"". He is the star of all wedding celebrations of Anandpur Sahib, a small town in Punjab. Bittoo believes in spreading happiness through the beautiful moments he captures, moments which you can rewind and keep watching for years and smile looking at them thus making them heartfelt experiences which last forever. He falls in love with an educated and strong-headed girl who makes him realize the importance of financial stability and monetary gains in order to gain respect and recognition. Smitten in love and bitten by the one he loves, the smart and righteous cameraman is lured to take a shortcut in order to earn a quick buck and get his life back on track. What follows is a madcap ride.",4.1,384.0,https://www.imdb.com/title/tt2347289/
Nayee Padosan,362902,2003.0,Comedy,,,Hindi,Vikas Kalantri,Anuj Sawhney,Aslam Khan,Mihir Shah,,,"Three young men, who are all of marriageable age, gets their hopes up on marriage, when a beautiful young woman comes to live in their neighborhood. Her name is Pooja Iyengar. All three of them try a hand at romancing her, and only one succeeds, that being Raju. The only problem is that while Raju is Gujerati, Pooja is Madrasi from the Iyengar community, and her dad, Shashtri, will not permit her to marry anyone outside his community, leave alone a Gujerati, and proceeds to get Pooja to get married to Prabhu, a young man from the Iyengar community, with hilarious results.",5.4,391.0,https://www.imdb.com/title/tt0362902/
Kranti,311411,2002.0,Action,Drama,,Hindi,Vinod Khanna,Bobby Deol,Ameesha Patel,,,,"Inspector Abhay Pratap Singh is a young, honest and diligent police inspector, serving with Bombay Police, and comes from a respectable family, which consists of sister Anu; mom Sushma; and dad, Awadesh, who is also the Commissioner of Police. Abhay has long suspected Mahendra Pratap Rana of being a criminal don, who also has links with terrorists, but thus far has been unable to gather any material evidence for the police to lay charges. The Commissioner is unable to accept his son's word, as Mahendra is well-known, influential, and wealthy. Abhay continues to pursue his investigation despite of warnings from his superiors, and is ultimately suspended from duty. Now even after suspension, Abhay has come to know that the life of Coloney Krishnakanth is threatened by Mahendra, and reaches out to his dad, who will not have anything to do with him anymore. It will upto Abhay to save the life of Krishnakanth, against all odds that are stacked up against him.",3.7,405.0,https://www.imdb.com/title/tt0311411/
Hum To Mohabbat Karega,249588,2000.0,Action,Comedy,Romance,Hindi,Karisma Kapoor,Bobby Deol,Rohit Roy,,,,"Raju, a waiter, is in love with the famous TV reporter Greeta Kapoor. After a man is murdered, Kapoor shows up at Raju's door to ask him some questions - it turns out that Raju served the dead man his last supper, and the authorities hope that he might be able to help them. Raju lies and says that he was an eye witness, in order to spend more time with Kapoor. He gives the police a false description of the killer, but it matches his best friend Kutti, so soon Kutti is wanted by the police, and the Mafia, who is responsible for the killing, is after Raju.",2.8,402.0,https://www.imdb.com/title/tt0249588/
Thanedaar,98461,1990.0,Action,Crime,Drama,Hindi,Jeetendra,Sanjay Dutt,Jaya Prada,Anand Kalekar,,,"Thakur Azghar Singh lord over a small Indian village named Jalcott killing anyone standing in his way. When an honest police inspector Jagdish Chandar attempts to bring him to justice he is killed by a stalker hired through Lawrence and Peter by Azghar Singh. The inspector leaves to mourn two young boys, one of them Brijesh who killed the stalker and is inducted into Lawrence and Peter gang and the other Avinash who grows up with the police commissioner and becomes a police officer like his dad. Meanwhile Brijesh has just been released from jail; rob a jewelery store, escapes with the stolen loot, board a train entering to a fist-cuff with his brother Avinash throws him off the running train and making good his escape to Jalcott with his girlfriend Chanda. Once there he impersonates Avinash, started to rally the villagers and accepts bribe from Azghar Singh. But he is forced to take a stand when Azghar Singh attempts to molest Chanda and to complicate matters more Avinash's wife arrives there to look for her husband - with Brijesh all set to clear his sentence he will have to face the contended wrath of Azghar Singh, Avinash's wife and a mysterious masked horse-rider.",5.6,383.0,https://www.imdb.com/title/tt0098461/
Anari,106270,1993.0,Comedy,Drama,Romance,Hindi,Rakhee Gulzar,Venkatesh Daggubati,Karisma Kapoor,,,,"The story begins starts with the birth of a baby girl, Raja Nandini, in the world of feudal landlords - Zamindars - whose word is law for the villagers who work on their land. Nandini's three brothers throw a feast in honor of the girl child. The young son of the local singer (who had died) is brought in to sing for the event. The three brothers raise Nandini like their own child as their parents had died. At the age of 5, an astrologer predicts that Nandini will bring much happiness to the family, but her marriage will based on her choice and not the choice of her brothers. This angers the brothers and to prevent this from happening, she is raised within the confines of the house. She is home schooled and when she does go out, all the men are warned to hide from Nandini and that seeing Nandini will be met with dire consequences. Raja Nandini (Karisma Kapoor) reaches puberty. The few males allowed around her are the service staff and her bodyguards. Meanwhile, the boy who sang, Rama (Venkatesh) grows up to be a naive and gullible simpleton with a heart of gold. He is raised by his widowed mother Savitri (Raakhee Gulzar). He doesn't go to school and spends his time singing and entertaining the people of the village. One day the bodyguards get into a fight with Rama who beats them up. Impressed with Rama's naivety and fighting skills, the brothers hire Rama to be Nandini's bodyguard and butler. Nandini meanwhile starts to resent her lack of freedom. She engages Rama to show her the village without her brothers knowledge. Rama complies with her wishes and shows her the village which results in Nandini getting sick. Rama is blamed for Nandini getting sick and gets beaten up by the brothers. Nandini who has just started to like Rama feels guilty for being the reason for him getting trashed. This incident brings them closer together emotionally. Nandini realizes she is now in love with Rama. One day, a factory worker is punished for leering at Nandini. He plots to kill Nandini at the inauguration of the new factory owned by her brothers. Rama overhears the plot, and in a desperate attempt to save Nandini lunges on her and inadvertently feels her up in public. Nandini doest mind and defends Rama by arguing that Rama wouldn't do something like that in public. But her brothers are enraged.They beat him to the point that they almost kill him. Nandini stops them and gives him a chance to explain. When Rama explains the situation they hang their heads in shame. Rama quits his job on the spot, despite Nandini's silent apology. That night Nandini decides to meet Rama and apologize and perhaps convince him to come back to the job. Rama refuses to comeback as he doesn't want to put up with the violent nature of her brothers. She thinks if Rama marries her, they won't be able to manhandle Rama. She convinces Rama to tie a wedding chain (Mangalsutra) around her neck which will protect him from her brothers. Rama without realizing the sanctity of the act does as told and doesn't realize he is now married to her. Rama comes back to work and is given a higher level of respect by the brothers for saving Nandinis life. Nandini too starts emulating her sisters-in-law in taking care of her husband. This makes Rama nervous but he still remains clueless, her change in behavior is noticed by her sister-in-law who urge the brothers to get Nandini married off before the situation gets any worse. Nandini realizing that they are trying to get her married off tries to make Rama understand that they are already married. Rama refuses to understand and runs away to his mother who upon realizing what has happened pulls him out of denial. She sends him away in an attempt to protect him. The brothers come to know whats happened and try to torture the mother to get her to reveal where her son is hiding. She is saved in time by her son who almost kills the brothers. The wives of the brothers stop him from killing them.",4.9,447.0,https://www.imdb.com/title/tt0106270/
Zed Plus,4190220,2014.0,Comedy,,,Hindi,Vinod Acharya,Rajeev Ankit,Adil Hussain,Balkrishna Chauhan,Koushal Choudhary,Md. Asdulla Khan,,6.4,465.0,https://www.imdb.com/title/tt4190220/
Droh Kaal,178392,1994.0,Drama,Thriller,,Hindi,Om Puri,Naseeruddin Shah,Mita Vashisht,Nitin Kulkarni,,,"Riveting suspense thriller about a dedicated cop who leads an under-cover squad against a group of terrorists. He manages to capture their leader, but finds himself and his family mentally and physically manipulated by the wily terrorist and his followers.",7.6,405.0,https://www.imdb.com/title/tt0178392/
Joggers' Park,363721,2003.0,Comedy,Romance,,Hindi,Victor Banerjee,Perizaad Zorabian,Divya Dutta,,,,"Jenny is a young, beautiful, vibrant girl and darling to everyone. She flits between glamorous professions, working as an executive in a five-star hotel, and also as a popular model of the Mumbai advertising world. Yet her traditional values remain intact. She sings and dances through her glittering world, looking like a picture of joy, even though her romantic past has been less than perfect, making her mature beyond her years.",6.2,362.0,https://www.imdb.com/title/tt0363721/
Jalpari: The Desert Mermaid,2387495,2012.0,Drama,Family,Mystery,Hindi,Lehar Khan,Krishang Trivedi,Parvin Dabas,Mihir Shah,Vilay Shanker,Ranjit Singh,"A well-heeled family from tony neighborhood of New Delhi travels from the city through dusty roads that lead into the village in Haryana, far out and buried in the debris of the past. Shreya, the tomboy of the family, finally arrives at her father's village for the first time during her vacations, that too after coaxing her father, Dev, to the best of her abilities. She and her brother, Sam, had, in their imagination, spun the village right out of a fairytale, replete with streams, lakes and grasslands that will allow them to run free. But all they find are dusty alleys, dried up ponds and hostile playmates until they spin their magic and befriend this unknown place, especially some of its people, like the Pehelwan and the gang of kids led by Ajithe. The story revolves around Shreya and Sam's adventures and misadventures which turn this dull place bereft of water into a land of enchantment, mischief and a million exciting exploits. But unknown places have many secrets, and here too, secret lurk at every corner. Strangely-behaving villagers, a witch whom everyone seems to be terrified of, and a no-access zone beyond the hills intrigue Shreya, more so after housemaid Shabri tells her various mysterious stories about the village. Then, one night, Shreya sees Shabri and her husband Trilochan slink away, and starts following them, only to find out a horrifying secret the village harbors.",7.1,388.0,https://www.imdb.com/title/tt2387495/
My Friend Pinto,1512220,2011.0,Comedy,Crime,Drama,Hindi,Prateik,Kalki Koechlin,Arjun Mathur,Avinash Rajan,Jayesh Shikarkhane,,"Twenty-something Michael Pinto has grown up in a small Goan village, believing everyone in the world to be simple, kind and honest, just like him. His world revolves around a doting mother, a passion for music and the memories of a childhood friend, Sameer, who left Goa for Mumbai many years ago and hasn't replied to his frequent letters ever since. Pinto's talent for music is only matched by his knack for finding trouble in the unlikeliest of places often resulting in the most outlandish and hilarious situations. When Pinto's idyllic world is shattered by the sudden demise of his mother he decides to head to Mumbai in search of the only friend he knows. Will Pinto find Sameer or will trouble find him first? Will Pinto and his crazy antics survive the big bad city or more importantly, will Mumbai survive a phenomenon called Pinto?",5.3,358.0,https://www.imdb.com/title/tt1512220/
Final Solution,402178,2004.0,Documentary,,,Gujarati,,,,,,,"The Final Solution is a 2003 documentary directed by Rakesh Sharma about the 2002 communal Gujarat Riots that arose as a response to the Godhra Train Burning incident on February 27, 2002, where 58 Hindus were burnt alive on a train carriage. An official estimate states that 254 Hindus and 790 Muslims were killed during the riots, with 223 more missing. The documentary consists mostly of interviews, with both Muslims and Hindus, of multiple generations, and both sexes, with different views regarding the causes, justifications, and the actual events of the violence that occurred, as well as their prospects for the future. The government of Gujurat at the time, led by Chief Minister Narendra Modi, was highly criticised throughout the documentary and was accused of inciting much of the rioting and not doing enough to halt it.",8.6,382.0,https://www.imdb.com/title/tt0402178/
Through the Eyelashes,165625,1978.0,Drama,Family,Romance,Hindi,Sachin Pilgaonkar,Ranjeeta Kaur,Madan Puri,,,,Arun is the son of Barrister Mahtur.Lily is the daughter of a Nurse Ruby who study in the same college.Arun is the leader of male students while Lily is the simple middle class girl.Arun who was a topper in college for long time is beaten by Lily in terminal examination which hurts his ego. Arun and Lily start to knowing each other an fall in love.Despite their different faith and status their marriage is approved by their parents.When all is going well Lily is diagnosed with Leukemia advanced stage of cancer.,7.1,392.0,https://www.imdb.com/title/tt0165625/
Agnivarsha: The Fire and the Rain,326722,2002.0,Drama,Fantasy,Romance,Hindi,Jackie Shroff,Kumar Iyengar,Raveena Tandon,Krishna Raichur,Ravi Sarvesh,Sonal Sawant,"The film is Based on an incident from the Mahabharata and also made as a play on a Girish Karnad titled Fire in the Rain. The film features Amitabh Bachchan in a cameo appearance as Lord Indra. Jackie Shroff plays the main lead in the film as Puravasu the head priest, Raveena playing the role of his unfaithful wife in love with Yavakri. Nagarjuna played Yavakri the priest's jealous rival and Prabhudeva as a demon who kills Yavakri. While Milind Soman plays the younger brother of Jackie Shroff as Aravasu, the female lead opposite Milind is played by Sonali Kulkarni.",4.6,377.0,https://www.imdb.com/title/tt0326722/
Rolling in Money,300160,1988.0,Comedy,,,Hindi,Naseeruddin Shah,Poonam Dhillon,Mandakini,Chacho,,,Rajkumar aspires to be a cricketer and has dream of playing with legend Sunil Gavaskar.He spends most of his time in his slum freaking around with his friend Govind.Rajkumar is once taken to huge mansion where he finds that his late grandfather Shri Mangat Ram has left a property of 330 Crore for him.But grandfather feels Rajkumar is as careless as his father and puts a condition in his will that the property can be availed only if he is able to spend 30 Crore in 30 days without purchasing any liability for himself.,6.9,378.0,https://www.imdb.com/title/tt0300160/
Buddha Mar Gaya,1083447,2007.0,Comedy,,,Hindi,Mona Ambegaonkar,Jitender Bhargava,Birbal,,,,"Laxmikant Kabadiya and his twin-sister, Prerna, started as mere beggars near Dadar Railway Station, and with the assistance of Vidyut Baba, they moved to collecting garbage, and recyclables, established their own recycling business, slowly acquired wealth and became multi-millionaires. Laxmikant went on to get married and sired two sons, Sameer and Ranjeet, who, in turn, went on to get married to Anju and Shruti. While Ranjeet has two daughters, Sanjana and Namrata, Sameer has one son, Pawan. Vidyut Baba, a Bi-sexual, is now their family Guru, and they have a trusted family servant named Ramu. The Kabadia family is now ready to launch it's first Public Offering, which will generate Crores of Rupees. The entire family is all set to enjoy this new-found wealth when they find out that while being intimate with a sexy, struggling actress, Kim, widower Laxmikant has passed away. The entire family know that this will ruin their future plans and decide to keep his death a secret. They threaten Kim with dire consequences and criminal charges, and let her flee. Unfortunately for them, Ramu finds out and starts to blackmail them collectively for jewelry and cash. The desperate family is all set to secretly cremate Laxmikant, but things get out of hand and they, after buying the dead body of a poor man, announce the death of Laxmikant's cousin. Amidst media frenzy, the Kabadias arrange for the public appearance of Laxmikant, followed quickly by another funeral, this time of an unknown Christian male, who they pass off as another family relative. Watch what happens when Ramu goes live on TV to announce the untimely passing away of a very much alive Vidyut Baba, throwing open a virtual Pandora's box. Amidst hilarious chaos, the family's lives are complicated even more when they find out to their shock that Laxmikant was leading a dual life and had sired a third son from another woman.",2.7,369.0,https://www.imdb.com/title/tt1083447/
Final Solution,402178,2004.0,Documentary,,,Gujarati,,,,,,,"The Final Solution is a 2003 documentary directed by Rakesh Sharma about the 2002 communal Gujarat Riots that arose as a response to the Godhra Train Burning incident on February 27, 2002, where 58 Hindus were burnt alive on a train carriage. An official estimate states that 254 Hindus and 790 Muslims were killed during the riots, with 223 more missing. The documentary consists mostly of interviews, with both Muslims and Hindus, of multiple generations, and both sexes, with different views regarding the causes, justifications, and the actual events of the violence that occurred, as well as their prospects for the future. The government of Gujurat at the time, led by Chief Minister Narendra Modi, was highly criticised throughout the documentary and was accused of inciting much of the rioting and not doing enough to halt it.",8.6,382.0,https://www.imdb.com/title/tt0402178/
Through the Eyelashes,165625,1978.0,Drama,Family,Romance,Hindi,Sachin Pilgaonkar,Ranjeeta Kaur,Madan Puri,,,,Arun is the son of Barrister Mahtur.Lily is the daughter of a Nurse Ruby who study in the same college.Arun is the leader of male students while Lily is the simple middle class girl.Arun who was a topper in college for long time is beaten by Lily in terminal examination which hurts his ego. Arun and Lily start to knowing each other an fall in love.Despite their different faith and status their marriage is approved by their parents.When all is going well Lily is diagnosed with Leukemia advanced stage of cancer.,7.1,392.0,https://www.imdb.com/title/tt0165625/
Agnivarsha: The Fire and the Rain,326722,2002.0,Drama,Fantasy,Romance,Hindi,Jackie Shroff,Kumar Iyengar,Raveena Tandon,Krishna Raichur,Ravi Sarvesh,Sonal Sawant,"The film is Based on an incident from the Mahabharata and also made as a play on a Girish Karnad titled Fire in the Rain. The film features Amitabh Bachchan in a cameo appearance as Lord Indra. Jackie Shroff plays the main lead in the film as Puravasu the head priest, Raveena playing the role of his unfaithful wife in love with Yavakri. Nagarjuna played Yavakri the priest's jealous rival and Prabhudeva as a demon who kills Yavakri. While Milind Soman plays the younger brother of Jackie Shroff as Aravasu, the female lead opposite Milind is played by Sonali Kulkarni.",4.6,377.0,https://www.imdb.com/title/tt0326722/
Rolling in Money,300160,1988.0,Comedy,,,Hindi,Naseeruddin Shah,Poonam Dhillon,Mandakini,Chacho,,,Rajkumar aspires to be a cricketer and has dream of playing with legend Sunil Gavaskar.He spends most of his time in his slum freaking around with his friend Govind.Rajkumar is once taken to huge mansion where he finds that his late grandfather Shri Mangat Ram has left a property of 330 Crore for him.But grandfather feels Rajkumar is as careless as his father and puts a condition in his will that the property can be availed only if he is able to spend 30 Crore in 30 days without purchasing any liability for himself.,6.9,378.0,https://www.imdb.com/title/tt0300160/
Buddha Mar Gaya,1083447,2007.0,Comedy,,,Hindi,Mona Ambegaonkar,Jitender Bhargava,Birbal,,,,"Laxmikant Kabadiya and his twin-sister, Prerna, started as mere beggars near Dadar Railway Station, and with the assistance of Vidyut Baba, they moved to collecting garbage, and recyclables, established their own recycling business, slowly acquired wealth and became multi-millionaires. Laxmikant went on to get married and sired two sons, Sameer and Ranjeet, who, in turn, went on to get married to Anju and Shruti. While Ranjeet has two daughters, Sanjana and Namrata, Sameer has one son, Pawan. Vidyut Baba, a Bi-sexual, is now their family Guru, and they have a trusted family servant named Ramu. The Kabadia family is now ready to launch it's first Public Offering, which will generate Crores of Rupees. The entire family is all set to enjoy this new-found wealth when they find out that while being intimate with a sexy, struggling actress, Kim, widower Laxmikant has passed away. The entire family know that this will ruin their future plans and decide to keep his death a secret. They threaten Kim with dire consequences and criminal charges, and let her flee. Unfortunately for them, Ramu finds out and starts to blackmail them collectively for jewelry and cash. The desperate family is all set to secretly cremate Laxmikant, but things get out of hand and they, after buying the dead body of a poor man, announce the death of Laxmikant's cousin. Amidst media frenzy, the Kabadias arrange for the public appearance of Laxmikant, followed quickly by another funeral, this time of an unknown Christian male, who they pass off as another family relative. Watch what happens when Ramu goes live on TV to announce the untimely passing away of a very much alive Vidyut Baba, throwing open a virtual Pandora's box. Amidst hilarious chaos, the family's lives are complicated even more when they find out to their shock that Laxmikant was leading a dual life and had sired a third son from another woman.",2.7,369.0,https://www.imdb.com/title/tt1083447/
Final Solution,402178,2004.0,Documentary,,,Gujarati,,,,,,,"The Final Solution is a 2003 documentary directed by Rakesh Sharma about the 2002 communal Gujarat Riots that arose as a response to the Godhra Train Burning incident on February 27, 2002, where 58 Hindus were burnt alive on a train carriage. An official estimate states that 254 Hindus and 790 Muslims were killed during the riots, with 223 more missing. The documentary consists mostly of interviews, with both Muslims and Hindus, of multiple generations, and both sexes, with different views regarding the causes, justifications, and the actual events of the violence that occurred, as well as their prospects for the future. The government of Gujurat at the time, led by Chief Minister Narendra Modi, was highly criticised throughout the documentary and was accused of inciting much of the rioting and not doing enough to halt it.",8.6,382.0,https://www.imdb.com/title/tt0402178/
Through the Eyelashes,165625,1978.0,Drama,Family,Romance,Hindi,Sachin Pilgaonkar,Ranjeeta Kaur,Madan Puri,,,,Arun is the son of Barrister Mahtur.Lily is the daughter of a Nurse Ruby who study in the same college.Arun is the leader of male students while Lily is the simple middle class girl.Arun who was a topper in college for long time is beaten by Lily in terminal examination which hurts his ego. Arun and Lily start to knowing each other an fall in love.Despite their different faith and status their marriage is approved by their parents.When all is going well Lily is diagnosed with Leukemia advanced stage of cancer.,7.1,392.0,https://www.imdb.com/title/tt0165625/
Agnivarsha: The Fire and the Rain,326722,2002.0,Drama,Fantasy,Romance,Hindi,Jackie Shroff,Kumar Iyengar,Raveena Tandon,Krishna Raichur,Ravi Sarvesh,Sonal Sawant,"The film is Based on an incident from the Mahabharata and also made as a play on a Girish Karnad titled Fire in the Rain. The film features Amitabh Bachchan in a cameo appearance as Lord Indra. Jackie Shroff plays the main lead in the film as Puravasu the head priest, Raveena playing the role of his unfaithful wife in love with Yavakri. Nagarjuna played Yavakri the priest's jealous rival and Prabhudeva as a demon who kills Yavakri. While Milind Soman plays the younger brother of Jackie Shroff as Aravasu, the female lead opposite Milind is played by Sonali Kulkarni.",4.6,377.0,https://www.imdb.com/title/tt0326722/
Rolling in Money,300160,1988.0,Comedy,,,Hindi,Naseeruddin Shah,Poonam Dhillon,Mandakini,Chacho,,,Rajkumar aspires to be a cricketer and has dream of playing with legend Sunil Gavaskar.He spends most of his time in his slum freaking around with his friend Govind.Rajkumar is once taken to huge mansion where he finds that his late grandfather Shri Mangat Ram has left a property of 330 Crore for him.But grandfather feels Rajkumar is as careless as his father and puts a condition in his will that the property can be availed only if he is able to spend 30 Crore in 30 days without purchasing any liability for himself.,6.9,378.0,https://www.imdb.com/title/tt0300160/
Buddha Mar Gaya,1083447,2007.0,Comedy,,,Hindi,Mona Ambegaonkar,Jitender Bhargava,Birbal,,,,"Laxmikant Kabadiya and his twin-sister, Prerna, started as mere beggars near Dadar Railway Station, and with the assistance of Vidyut Baba, they moved to collecting garbage, and recyclables, established their own recycling business, slowly acquired wealth and became multi-millionaires. Laxmikant went on to get married and sired two sons, Sameer and Ranjeet, who, in turn, went on to get married to Anju and Shruti. While Ranjeet has two daughters, Sanjana and Namrata, Sameer has one son, Pawan. Vidyut Baba, a Bi-sexual, is now their family Guru, and they have a trusted family servant named Ramu. The Kabadia family is now ready to launch it's first Public Offering, which will generate Crores of Rupees. The entire family is all set to enjoy this new-found wealth when they find out that while being intimate with a sexy, struggling actress, Kim, widower Laxmikant has passed away. The entire family know that this will ruin their future plans and decide to keep his death a secret. They threaten Kim with dire consequences and criminal charges, and let her flee. Unfortunately for them, Ramu finds out and starts to blackmail them collectively for jewelry and cash. The desperate family is all set to secretly cremate Laxmikant, but things get out of hand and they, after buying the dead body of a poor man, announce the death of Laxmikant's cousin. Amidst media frenzy, the Kabadias arrange for the public appearance of Laxmikant, followed quickly by another funeral, this time of an unknown Christian male, who they pass off as another family relative. Watch what happens when Ramu goes live on TV to announce the untimely passing away of a very much alive Vidyut Baba, throwing open a virtual Pandora's box. Amidst hilarious chaos, the family's lives are complicated even more when they find out to their shock that Laxmikant was leading a dual life and had sired a third son from another woman.",2.7,369.0,https://www.imdb.com/title/tt1083447/
Final Solution,402178,2004.0,Documentary,,,Gujarati,,,,,,,"The Final Solution is a 2003 documentary directed by Rakesh Sharma about the 2002 communal Gujarat Riots that arose as a response to the Godhra Train Burning incident on February 27, 2002, where 58 Hindus were burnt alive on a train carriage. An official estimate states that 254 Hindus and 790 Muslims were killed during the riots, with 223 more missing. The documentary consists mostly of interviews, with both Muslims and Hindus, of multiple generations, and both sexes, with different views regarding the causes, justifications, and the actual events of the violence that occurred, as well as their prospects for the future. The government of Gujurat at the time, led by Chief Minister Narendra Modi, was highly criticised throughout the documentary and was accused of inciting much of the rioting and not doing enough to halt it.",8.6,382.0,https://www.imdb.com/title/tt0402178/
Through the Eyelashes,165625,1978.0,Drama,Family,Romance,Hindi,Sachin Pilgaonkar,Ranjeeta Kaur,Madan Puri,,,,Arun is the son of Barrister Mahtur.Lily is the daughter of a Nurse Ruby who study in the same college.Arun is the leader of male students while Lily is the simple middle class girl.Arun who was a topper in college for long time is beaten by Lily in terminal examination which hurts his ego. Arun and Lily start to knowing each other an fall in love.Despite their different faith and status their marriage is approved by their parents.When all is going well Lily is diagnosed with Leukemia advanced stage of cancer.,7.1,392.0,https://www.imdb.com/title/tt0165625/
Agnivarsha: The Fire and the Rain,326722,2002.0,Drama,Fantasy,Romance,Hindi,Jackie Shroff,Kumar Iyengar,Raveena Tandon,Krishna Raichur,Ravi Sarvesh,Sonal Sawant,"The film is Based on an incident from the Mahabharata and also made as a play on a Girish Karnad titled Fire in the Rain. The film features Amitabh Bachchan in a cameo appearance as Lord Indra. Jackie Shroff plays the main lead in the film as Puravasu the head priest, Raveena playing the role of his unfaithful wife in love with Yavakri. Nagarjuna played Yavakri the priest's jealous rival and Prabhudeva as a demon who kills Yavakri. While Milind Soman plays the younger brother of Jackie Shroff as Aravasu, the female lead opposite Milind is played by Sonali Kulkarni.",4.6,377.0,https://www.imdb.com/title/tt0326722/
Rolling in Money,300160,1988.0,Comedy,,,Hindi,Naseeruddin Shah,Poonam Dhillon,Mandakini,Chacho,,,Rajkumar aspires to be a cricketer and has dream of playing with legend Sunil Gavaskar.He spends most of his time in his slum freaking around with his friend Govind.Rajkumar is once taken to huge mansion where he finds that his late grandfather Shri Mangat Ram has left a property of 330 Crore for him.But grandfather feels Rajkumar is as careless as his father and puts a condition in his will that the property can be availed only if he is able to spend 30 Crore in 30 days without purchasing any liability for himself.,6.9,378.0,https://www.imdb.com/title/tt0300160/
